ts_utc,series,value_mw,fetched_at_utc
2026-08-20 15:49:32,GAS GENERATION,5561,2026-08-20 16:30:35
2026-08-20 15:49:32,HYDRO GENERATION,33146,2026-08-20 16:30:35
2026-08-20 15:49:32,SOLAR GENERATION,0,2026-08-20 16:30:35
2026-08-20 15:49:32,WIND GENERATION,24921,2026-08-20 16:30:35
2026-08-20 15:49:33,THERMAL GENERATION,168948,2026-08-20 16:30:35
2026-08-20 15:49:33,NUCLEAR GENERATION,5426,2026-08-20 16:30:35
2026-08-20 15:53:33,GAS GENERATION,5579,2026-08-20 16:30:35
2026-08-20 15:53:33,NUCLEAR GENERATION,5467,2026-08-20 16:30:35
2026-08-20 15:53:33,WIND GENERATION,24909,2026-08-20 16:30:35
2026-08-20 15:53:33,SOLAR GENERATION,0,2026-08-20 16:30:35
2026-08-20 15:53:33,HYDRO GENERATION,33106,2026-08-20 16:30:35
2026-08-20 15:53:33,THERMAL GENERATION,169317,2026-08-20 16:30:35
2026-08-20 15:57:33,HYDRO GENERATION,33228,2026-08-20 16:30:35
2026-08-20 15:57:33,NUCLEAR GENERATION,5441,2026-08-20 16:30:35
2026-08-20 15:57:33,THERMAL GENERATION,169648,2026-08-20 16:30:35
2026-08-20 15:57:33,SOLAR GENERATION,0,2026-08-20 16:30:35
2026-08-20 15:57:33,GAS GENERATION,5585,2026-08-20 16:30:35
2026-08-20 15:57:33,WIND GENERATION,24925,2026-08-20 16:30:35
2026-08-20 16:01:33,WIND GENERATION,24655,2026-08-20 16:30:35
2026-08-20 16:01:33,SOLAR GENERATION,0,2026-08-20 16:30:35
2026-08-20 16:01:33,NUCLEAR GENERATION,5452,2026-08-20 16:30:35
2026-08-20 16:01:33,THERMAL GENERATION,169702,2026-08-20 16:30:35
2026-08-20 16:01:33,HYDRO GENERATION,33070,2026-08-20 16:30:35
2026-08-20 16:01:33,GAS GENERATION,5584,2026-08-20 16:30:35
2026-08-20 16:03:33,NUCLEAR GENERATION,5421,2026-08-20 16:30:35
2026-08-20 16:03:33,HYDRO GENERATION,32914,2026-08-20 16:30:35
2026-08-20 16:03:33,WIND GENERATION,24669,2026-08-20 16:30:35
2026-08-20 16:03:33,SOLAR GENERATION,0,2026-08-20 16:30:35
2026-08-20 16:03:33,GAS GENERATION,5560,2026-08-20 16:30:35
2026-08-20 16:03:33,THERMAL GENERATION,169549,2026-08-20 16:30:35
2026-08-20 16:07:33,WIND GENERATION,24667,2026-08-20 16:30:35
2026-08-20 16:07:33,SOLAR GENERATION,0,2026-08-20 16:30:35
2026-08-20 16:07:33,THERMAL GENERATION,169072,2026-08-20 16:30:35
2026-08-20 16:07:33,NUCLEAR GENERATION,5485,2026-08-20 16:30:35
2026-08-20 16:07:33,GAS GENERATION,5591,2026-08-20 16:30:35
2026-08-20 16:07:33,HYDRO GENERATION,33097,2026-08-20 16:30:35
2026-08-20 16:09:32,GAS GENERATION,5596,2026-08-20 16:30:35
2026-08-20 16:09:32,SOLAR GENERATION,0,2026-08-20 16:30:35
2026-08-20 16:09:32,HYDRO GENERATION,33119,2026-08-20 16:30:35
2026-08-20 16:09:33,THERMAL GENERATION,169028,2026-08-20 16:30:35
2026-08-20 16:09:33,NUCLEAR GENERATION,5455,2026-08-20 16:30:35
2026-08-20 16:09:33,WIND GENERATION,24570,2026-08-20 16:30:35
2026-08-20 16:13:33,HYDRO GENERATION,33030,2026-08-20 16:30:35
2026-08-20 16:13:33,SOLAR GENERATION,0,2026-08-20 16:30:35
2026-08-20 16:13:33,THERMAL GENERATION,169107,2026-08-20 16:30:35
2026-08-20 16:13:33,NUCLEAR GENERATION,5450,2026-08-20 16:30:35
2026-08-20 16:13:33,GAS GENERATION,5590,2026-08-20 16:30:35
2026-08-20 16:13:33,WIND GENERATION,24526,2026-08-20 16:30:35
2026-08-20 16:17:32,SOLAR GENERATION,0,2026-08-20 16:30:35
2026-08-20 16:17:32,GAS GENERATION,5616,2026-08-20 16:30:35
2026-08-20 16:17:32,HYDRO GENERATION,33000,2026-08-20 16:30:35
2026-08-20 16:17:33,NUCLEAR GENERATION,5439,2026-08-20 16:30:35
2026-08-20 16:17:33,WIND GENERATION,24356,2026-08-20 16:30:35
2026-08-20 16:17:33,THERMAL GENERATION,169159,2026-08-20 16:30:35
2026-08-20 16:21:33,SOLAR GENERATION,0,2026-08-20 16:30:35
2026-08-20 16:21:33,THERMAL GENERATION,169224,2026-08-20 16:30:35
2026-08-20 16:21:33,WIND GENERATION,24284,2026-08-20 16:30:35
2026-08-20 16:21:33,HYDRO GENERATION,32968,2026-08-20 16:30:35
2026-08-20 16:21:33,GAS GENERATION,5585,2026-08-20 16:30:35
2026-08-20 16:21:33,NUCLEAR GENERATION,5475,2026-08-20 16:30:35
2026-08-20 16:25:33,GAS GENERATION,5595,2026-08-20 16:30:35
2026-08-20 16:25:33,NUCLEAR GENERATION,5486,2026-08-20 16:30:35
2026-08-20 16:25:33,THERMAL GENERATION,169208,2026-08-20 16:30:35
2026-08-20 16:25:33,WIND GENERATION,24212,2026-08-20 16:30:35
2026-08-20 16:25:33,SOLAR GENERATION,0,2026-08-20 16:30:35
2026-08-20 16:25:33,HYDRO GENERATION,33064,2026-08-20 16:30:35
2026-08-20 16:29:33,THERMAL GENERATION,169093,2026-08-20 16:30:35
2026-08-20 16:29:33,NUCLEAR GENERATION,5502,2026-08-20 16:30:35
2026-08-20 16:29:33,HYDRO GENERATION,33052,2026-08-20 16:30:35
2026-08-20 16:29:33,GAS GENERATION,5617,2026-08-20 16:30:35
2026-08-20 16:29:33,WIND GENERATION,24110,2026-08-20 16:30:35
2026-08-20 16:29:33,SOLAR GENERATION,0,2026-08-20 16:30:35
2026-08-20 16:33:33,NUCLEAR GENERATION,5499,2026-08-20 18:16:53
2026-08-20 16:33:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 16:33:33,THERMAL GENERATION,169013,2026-08-20 18:16:53
2026-08-20 16:33:33,WIND GENERATION,23756,2026-08-20 18:16:53
2026-08-20 16:33:33,HYDRO GENERATION,33049,2026-08-20 18:16:53
2026-08-20 16:33:33,GAS GENERATION,5648,2026-08-20 18:16:53
2026-08-20 16:37:33,NUCLEAR GENERATION,5525,2026-08-20 18:16:53
2026-08-20 16:37:33,GAS GENERATION,5377,2026-08-20 18:16:53
2026-08-20 16:37:33,WIND GENERATION,23764,2026-08-20 18:16:53
2026-08-20 16:37:33,HYDRO GENERATION,33268,2026-08-20 18:16:53
2026-08-20 16:37:33,THERMAL GENERATION,169718,2026-08-20 18:16:53
2026-08-20 16:37:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 16:39:33,GAS GENERATION,5179,2026-08-20 18:16:53
2026-08-20 16:39:33,NUCLEAR GENERATION,5496,2026-08-20 18:16:53
2026-08-20 16:39:33,THERMAL GENERATION,169853,2026-08-20 18:16:53
2026-08-20 16:39:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 16:39:33,WIND GENERATION,23670,2026-08-20 18:16:53
2026-08-20 16:39:33,HYDRO GENERATION,33330,2026-08-20 18:16:53
2026-08-20 16:43:33,WIND GENERATION,23507,2026-08-20 18:16:53
2026-08-20 16:43:33,HYDRO GENERATION,33394,2026-08-20 18:16:53
2026-08-20 16:43:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 16:43:33,GAS GENERATION,5101,2026-08-20 18:16:53
2026-08-20 16:43:33,NUCLEAR GENERATION,5494,2026-08-20 18:16:53
2026-08-20 16:43:33,THERMAL GENERATION,170127,2026-08-20 18:16:53
2026-08-20 16:47:33,THERMAL GENERATION,170101,2026-08-20 18:16:53
2026-08-20 16:47:33,GAS GENERATION,5087,2026-08-20 18:16:53
2026-08-20 16:47:33,NUCLEAR GENERATION,5483,2026-08-20 18:16:53
2026-08-20 16:47:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 16:47:33,HYDRO GENERATION,33249,2026-08-20 18:16:53
2026-08-20 16:47:33,WIND GENERATION,23368,2026-08-20 18:16:53
2026-08-20 16:51:32,HYDRO GENERATION,33033,2026-08-20 18:16:53
2026-08-20 16:51:32,GAS GENERATION,5076,2026-08-20 18:16:53
2026-08-20 16:51:32,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 16:51:33,WIND GENERATION,23172,2026-08-20 18:16:53
2026-08-20 16:51:33,THERMAL GENERATION,170312,2026-08-20 18:16:53
2026-08-20 16:51:33,NUCLEAR GENERATION,5466,2026-08-20 18:16:53
2026-08-20 16:55:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 16:55:33,WIND GENERATION,23257,2026-08-20 18:16:53
2026-08-20 16:55:33,GAS GENERATION,5084,2026-08-20 18:16:53
2026-08-20 16:55:33,THERMAL GENERATION,170227,2026-08-20 18:16:53
2026-08-20 16:55:33,NUCLEAR GENERATION,5498,2026-08-20 18:16:53
2026-08-20 16:55:33,HYDRO GENERATION,33061,2026-08-20 18:16:53
2026-08-20 16:59:33,GAS GENERATION,5168,2026-08-20 18:16:53
2026-08-20 16:59:33,NUCLEAR GENERATION,5466,2026-08-20 18:16:53
2026-08-20 16:59:33,WIND GENERATION,23143,2026-08-20 18:16:53
2026-08-20 16:59:33,HYDRO GENERATION,33041,2026-08-20 18:16:53
2026-08-20 16:59:33,THERMAL GENERATION,170235,2026-08-20 18:16:53
2026-08-20 16:59:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 17:03:33,NUCLEAR GENERATION,5486,2026-08-20 18:16:53
2026-08-20 17:03:33,WIND GENERATION,23174,2026-08-20 18:16:53
2026-08-20 17:03:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 17:03:33,GAS GENERATION,5709,2026-08-20 18:16:53
2026-08-20 17:03:33,HYDRO GENERATION,32753,2026-08-20 18:16:53
2026-08-20 17:03:33,THERMAL GENERATION,169936,2026-08-20 18:16:53
2026-08-20 17:07:33,NUCLEAR GENERATION,5500,2026-08-20 18:16:53
2026-08-20 17:07:33,WIND GENERATION,23055,2026-08-20 18:16:53
2026-08-20 17:07:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 17:07:33,GAS GENERATION,5819,2026-08-20 18:16:53
2026-08-20 17:07:33,THERMAL GENERATION,169891,2026-08-20 18:16:53
2026-08-20 17:07:33,HYDRO GENERATION,32813,2026-08-20 18:16:53
2026-08-20 17:09:33,THERMAL GENERATION,170024,2026-08-20 18:16:53
2026-08-20 17:09:33,WIND GENERATION,23112,2026-08-20 18:16:53
2026-08-20 17:09:33,HYDRO GENERATION,32799,2026-08-20 18:16:53
2026-08-20 17:09:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 17:09:33,GAS GENERATION,5832,2026-08-20 18:16:53
2026-08-20 17:09:33,NUCLEAR GENERATION,5496,2026-08-20 18:16:53
2026-08-20 17:13:33,HYDRO GENERATION,32853,2026-08-20 18:16:53
2026-08-20 17:13:33,NUCLEAR GENERATION,5503,2026-08-20 18:16:53
2026-08-20 17:13:33,WIND GENERATION,22965,2026-08-20 18:16:53
2026-08-20 17:13:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 17:13:33,THERMAL GENERATION,170102,2026-08-20 18:16:53
2026-08-20 17:13:33,GAS GENERATION,5877,2026-08-20 18:16:53
2026-08-20 17:17:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 17:17:33,NUCLEAR GENERATION,5507,2026-08-20 18:16:53
2026-08-20 17:17:33,WIND GENERATION,22800,2026-08-20 18:16:53
2026-08-20 17:17:33,HYDRO GENERATION,32815,2026-08-20 18:16:53
2026-08-20 17:17:33,GAS GENERATION,5891,2026-08-20 18:16:53
2026-08-20 17:17:33,THERMAL GENERATION,170115,2026-08-20 18:16:53
2026-08-20 17:21:33,THERMAL GENERATION,169981,2026-08-20 18:16:53
2026-08-20 17:21:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 17:21:33,NUCLEAR GENERATION,5503,2026-08-20 18:16:53
2026-08-20 17:21:33,GAS GENERATION,5842,2026-08-20 18:16:53
2026-08-20 17:21:33,WIND GENERATION,22607,2026-08-20 18:16:53
2026-08-20 17:21:33,HYDRO GENERATION,32600,2026-08-20 18:16:53
2026-08-20 17:25:33,HYDRO GENERATION,32567,2026-08-20 18:16:53
2026-08-20 17:25:33,WIND GENERATION,22642,2026-08-20 18:16:53
2026-08-20 17:25:33,THERMAL GENERATION,169788,2026-08-20 18:16:53
2026-08-20 17:25:33,NUCLEAR GENERATION,5520,2026-08-20 18:16:53
2026-08-20 17:25:33,GAS GENERATION,5850,2026-08-20 18:16:53
2026-08-20 17:25:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 17:29:33,WIND GENERATION,22535,2026-08-20 18:16:53
2026-08-20 17:29:33,GAS GENERATION,5846,2026-08-20 18:16:53
2026-08-20 17:29:33,HYDRO GENERATION,32423,2026-08-20 18:16:53
2026-08-20 17:29:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 17:29:33,THERMAL GENERATION,169792,2026-08-20 18:16:53
2026-08-20 17:29:33,NUCLEAR GENERATION,5497,2026-08-20 18:16:53
2026-08-20 17:33:33,WIND GENERATION,22524,2026-08-20 18:16:53
2026-08-20 17:33:33,THERMAL GENERATION,169477,2026-08-20 18:16:53
2026-08-20 17:33:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 17:33:33,HYDRO GENERATION,32435,2026-08-20 18:16:53
2026-08-20 17:33:33,GAS GENERATION,5846,2026-08-20 18:16:53
2026-08-20 17:33:33,NUCLEAR GENERATION,5512,2026-08-20 18:16:53
2026-08-20 17:37:33,NUCLEAR GENERATION,5500,2026-08-20 18:16:53
2026-08-20 17:37:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 17:37:33,GAS GENERATION,5839,2026-08-20 18:16:53
2026-08-20 17:37:33,HYDRO GENERATION,32483,2026-08-20 18:16:53
2026-08-20 17:37:33,THERMAL GENERATION,169181,2026-08-20 18:16:53
2026-08-20 17:37:33,WIND GENERATION,22540,2026-08-20 18:16:53
2026-08-20 17:39:33,THERMAL GENERATION,169212,2026-08-20 18:16:53
2026-08-20 17:39:33,WIND GENERATION,22491,2026-08-20 18:16:53
2026-08-20 17:39:33,HYDRO GENERATION,32472,2026-08-20 18:16:53
2026-08-20 17:39:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 17:39:33,NUCLEAR GENERATION,5508,2026-08-20 18:16:53
2026-08-20 17:39:33,GAS GENERATION,5845,2026-08-20 18:16:53
2026-08-20 17:43:33,HYDRO GENERATION,32445,2026-08-20 18:16:53
2026-08-20 17:43:33,WIND GENERATION,22464,2026-08-20 18:16:53
2026-08-20 17:43:33,GAS GENERATION,5832,2026-08-20 18:16:53
2026-08-20 17:43:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 17:43:33,NUCLEAR GENERATION,5514,2026-08-20 18:16:53
2026-08-20 17:43:33,THERMAL GENERATION,169002,2026-08-20 18:16:53
2026-08-20 17:47:33,WIND GENERATION,22440,2026-08-20 18:16:53
2026-08-20 17:47:33,GAS GENERATION,5826,2026-08-20 18:16:53
2026-08-20 17:47:33,NUCLEAR GENERATION,5517,2026-08-20 18:16:53
2026-08-20 17:47:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 17:47:33,THERMAL GENERATION,168883,2026-08-20 18:16:53
2026-08-20 17:47:33,HYDRO GENERATION,32515,2026-08-20 18:16:53
2026-08-20 17:51:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 17:51:33,HYDRO GENERATION,32506,2026-08-20 18:16:53
2026-08-20 17:51:33,NUCLEAR GENERATION,5522,2026-08-20 18:16:53
2026-08-20 17:51:33,GAS GENERATION,5825,2026-08-20 18:16:53
2026-08-20 17:51:33,WIND GENERATION,22364,2026-08-20 18:16:53
2026-08-20 17:51:33,THERMAL GENERATION,168946,2026-08-20 18:16:53
2026-08-20 17:55:32,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 17:55:32,GAS GENERATION,5812,2026-08-20 18:16:53
2026-08-20 17:55:32,HYDRO GENERATION,32399,2026-08-20 18:16:53
2026-08-20 17:55:33,THERMAL GENERATION,168923,2026-08-20 18:16:53
2026-08-20 17:55:33,WIND GENERATION,22308,2026-08-20 18:16:53
2026-08-20 17:55:33,NUCLEAR GENERATION,5525,2026-08-20 18:16:53
2026-08-20 17:59:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 17:59:33,GAS GENERATION,5816,2026-08-20 18:16:53
2026-08-20 17:59:33,THERMAL GENERATION,169214,2026-08-20 18:16:53
2026-08-20 17:59:33,NUCLEAR GENERATION,5517,2026-08-20 18:16:53
2026-08-20 17:59:33,WIND GENERATION,22020,2026-08-20 18:16:53
2026-08-20 17:59:33,HYDRO GENERATION,32345,2026-08-20 18:16:53
2026-08-20 18:03:33,HYDRO GENERATION,32238,2026-08-20 18:16:53
2026-08-20 18:03:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 18:03:33,WIND GENERATION,21796,2026-08-20 18:16:53
2026-08-20 18:03:33,GAS GENERATION,5715,2026-08-20 18:16:53
2026-08-20 18:03:33,THERMAL GENERATION,169282,2026-08-20 18:16:53
2026-08-20 18:03:33,NUCLEAR GENERATION,5556,2026-08-20 18:16:53
2026-08-20 18:07:33,WIND GENERATION,21755,2026-08-20 18:16:53
2026-08-20 18:07:33,THERMAL GENERATION,169274,2026-08-20 18:16:53
2026-08-20 18:07:33,HYDRO GENERATION,32140,2026-08-20 18:16:53
2026-08-20 18:07:33,GAS GENERATION,5573,2026-08-20 18:16:53
2026-08-20 18:07:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 18:07:33,NUCLEAR GENERATION,5525,2026-08-20 18:16:53
2026-08-20 18:09:33,HYDRO GENERATION,32136,2026-08-20 18:16:53
2026-08-20 18:09:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 18:09:33,NUCLEAR GENERATION,5535,2026-08-20 18:16:53
2026-08-20 18:09:33,THERMAL GENERATION,169401,2026-08-20 18:16:53
2026-08-20 18:09:33,GAS GENERATION,5562,2026-08-20 18:16:53
2026-08-20 18:09:33,WIND GENERATION,21622,2026-08-20 18:16:53
2026-08-20 18:13:33,THERMAL GENERATION,169399,2026-08-20 18:16:53
2026-08-20 18:13:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 18:13:33,WIND GENERATION,21727,2026-08-20 18:16:53
2026-08-20 18:13:33,GAS GENERATION,5467,2026-08-20 18:16:53
2026-08-20 18:13:33,NUCLEAR GENERATION,5542,2026-08-20 18:16:53
2026-08-20 18:13:33,HYDRO GENERATION,32043,2026-08-20 18:16:53
2026-08-20 18:15:33,SOLAR GENERATION,0,2026-08-20 18:16:53
2026-08-20 18:15:33,THERMAL GENERATION,169492,2026-08-20 18:16:53
2026-08-20 18:15:33,WIND GENERATION,21596,2026-08-20 18:16:53
2026-08-20 18:15:33,NUCLEAR GENERATION,5544,2026-08-20 18:16:53
2026-08-20 18:15:33,GAS GENERATION,5409,2026-08-20 18:16:53
2026-08-20 18:15:33,HYDRO GENERATION,32015,2026-08-20 18:16:53
2026-08-20 18:31:33,THERMAL GENERATION,168904,2026-08-20 19:49:41
2026-08-20 18:31:33,SOLAR GENERATION,0,2026-08-20 19:49:41
2026-08-20 18:31:33,GAS GENERATION,4409,2026-08-20 19:49:41
2026-08-20 18:31:33,NUCLEAR GENERATION,5528,2026-08-20 19:49:41
2026-08-20 18:31:33,WIND GENERATION,20947,2026-08-20 19:49:41
2026-08-20 18:31:33,HYDRO GENERATION,31564,2026-08-20 19:49:41
2026-08-20 18:33:33,HYDRO GENERATION,31233,2026-08-20 19:49:41
2026-08-20 18:33:33,THERMAL GENERATION,168995,2026-08-20 19:49:41
2026-08-20 18:33:33,WIND GENERATION,21002,2026-08-20 19:49:41
2026-08-20 18:33:33,NUCLEAR GENERATION,5528,2026-08-20 19:49:41
2026-08-20 18:33:33,SOLAR GENERATION,0,2026-08-20 19:49:41
2026-08-20 18:33:33,GAS GENERATION,4393,2026-08-20 19:49:41
2026-08-20 18:37:33,HYDRO GENERATION,30613,2026-08-20 19:49:41
2026-08-20 18:37:33,SOLAR GENERATION,0,2026-08-20 19:49:41
2026-08-20 18:37:33,THERMAL GENERATION,169100,2026-08-20 19:49:41
2026-08-20 18:37:33,GAS GENERATION,4304,2026-08-20 19:49:41
2026-08-20 18:37:33,NUCLEAR GENERATION,5516,2026-08-20 19:49:41
2026-08-20 18:37:33,WIND GENERATION,20886,2026-08-20 19:49:41
2026-08-20 18:39:33,THERMAL GENERATION,169126,2026-08-20 19:49:41
2026-08-20 18:39:33,GAS GENERATION,4294,2026-08-20 19:49:41
2026-08-20 18:39:33,NUCLEAR GENERATION,5529,2026-08-20 19:49:41
2026-08-20 18:39:33,WIND GENERATION,20772,2026-08-20 19:49:41
2026-08-20 18:39:33,HYDRO GENERATION,30367,2026-08-20 19:49:41
2026-08-20 18:39:33,SOLAR GENERATION,0,2026-08-20 19:49:41
2026-08-20 18:43:33,WIND GENERATION,20610,2026-08-20 19:49:41
2026-08-20 18:43:33,NUCLEAR GENERATION,5526,2026-08-20 19:49:41
2026-08-20 18:43:33,THERMAL GENERATION,168709,2026-08-20 19:49:41
2026-08-20 18:43:33,SOLAR GENERATION,0,2026-08-20 19:49:41
2026-08-20 18:43:33,HYDRO GENERATION,30535,2026-08-20 19:49:41
2026-08-20 18:43:33,GAS GENERATION,4236,2026-08-20 19:49:41
2026-08-20 18:47:33,SOLAR GENERATION,0,2026-08-20 19:49:41
2026-08-20 18:47:33,GAS GENERATION,4231,2026-08-20 19:49:41
2026-08-20 18:47:33,NUCLEAR GENERATION,5545,2026-08-20 19:49:41
2026-08-20 18:47:33,THERMAL GENERATION,168520,2026-08-20 19:49:41
2026-08-20 18:47:33,WIND GENERATION,20600,2026-08-20 19:49:41
2026-08-20 18:47:33,HYDRO GENERATION,30419,2026-08-20 19:49:41
2026-08-20 18:51:33,NUCLEAR GENERATION,5525,2026-08-20 19:49:41
2026-08-20 18:51:33,HYDRO GENERATION,30464,2026-08-20 19:49:41
2026-08-20 18:51:33,GAS GENERATION,4138,2026-08-20 19:49:41
2026-08-20 18:51:33,WIND GENERATION,20399,2026-08-20 19:49:41
2026-08-20 18:51:33,THERMAL GENERATION,168341,2026-08-20 19:49:41
2026-08-20 18:51:33,SOLAR GENERATION,0,2026-08-20 19:49:41
2026-08-20 18:55:33,THERMAL GENERATION,168151,2026-08-20 19:49:41
2026-08-20 18:55:33,NUCLEAR GENERATION,5519,2026-08-20 19:49:41
2026-08-20 18:55:33,WIND GENERATION,20393,2026-08-20 19:49:41
2026-08-20 18:55:33,GAS GENERATION,4052,2026-08-20 19:49:41
2026-08-20 18:55:33,SOLAR GENERATION,0,2026-08-20 19:49:41
2026-08-20 18:55:33,HYDRO GENERATION,30322,2026-08-20 19:49:41
2026-08-20 18:57:33,HYDRO GENERATION,29969,2026-08-20 19:49:41
2026-08-20 18:57:33,NUCLEAR GENERATION,5535,2026-08-20 19:49:41
2026-08-20 18:57:33,THERMAL GENERATION,168102,2026-08-20 19:49:41
2026-08-20 18:57:33,WIND GENERATION,20399,2026-08-20 19:49:41
2026-08-20 18:57:33,GAS GENERATION,4028,2026-08-20 19:49:41
2026-08-20 18:57:33,SOLAR GENERATION,0,2026-08-20 19:49:41
2026-08-20 19:01:33,GAS GENERATION,3989,2026-08-20 19:49:41
2026-08-20 19:01:33,SOLAR GENERATION,0,2026-08-20 19:49:41
2026-08-20 19:01:33,WIND GENERATION,20353,2026-08-20 19:49:41
2026-08-20 19:01:33,HYDRO GENERATION,30058,2026-08-20 19:49:41
2026-08-20 19:01:33,NUCLEAR GENERATION,5523,2026-08-20 19:49:41
2026-08-20 19:01:33,THERMAL GENERATION,168107,2026-08-20 19:49:41
2026-08-20 19:05:33,WIND GENERATION,20149,2026-08-20 19:49:41
2026-08-20 19:05:33,SOLAR GENERATION,0,2026-08-20 19:49:41
2026-08-20 19:05:33,THERMAL GENERATION,167866,2026-08-20 19:49:41
2026-08-20 19:05:33,NUCLEAR GENERATION,5549,2026-08-20 19:49:41
2026-08-20 19:05:33,GAS GENERATION,3870,2026-08-20 19:49:41
2026-08-20 19:05:33,HYDRO GENERATION,30134,2026-08-20 19:49:41
2026-08-20 19:09:33,WIND GENERATION,20078,2026-08-20 19:49:41
2026-08-20 19:09:33,NUCLEAR GENERATION,5548,2026-08-20 19:49:41
2026-08-20 19:09:33,THERMAL GENERATION,167890,2026-08-20 19:49:41
2026-08-20 19:09:33,SOLAR GENERATION,0,2026-08-20 19:49:41
2026-08-20 19:09:33,GAS GENERATION,3655,2026-08-20 19:49:41
2026-08-20 19:09:33,HYDRO GENERATION,30177,2026-08-20 19:49:41
2026-08-20 19:13:33,WIND GENERATION,19996,2026-08-20 19:49:41
2026-08-20 19:13:33,NUCLEAR GENERATION,5544,2026-08-20 19:49:41
2026-08-20 19:13:33,GAS GENERATION,3398,2026-08-20 19:49:41
2026-08-20 19:13:33,SOLAR GENERATION,0,2026-08-20 19:49:41
2026-08-20 19:13:33,HYDRO GENERATION,30194,2026-08-20 19:49:41
2026-08-20 19:13:33,THERMAL GENERATION,168160,2026-08-20 19:49:41
2026-08-20 19:17:33,WIND GENERATION,19941,2026-08-20 19:49:41
2026-08-20 19:17:33,NUCLEAR GENERATION,5559,2026-08-20 19:49:41
2026-08-20 19:17:33,HYDRO GENERATION,30366,2026-08-20 19:49:41
2026-08-20 19:17:33,GAS GENERATION,3197,2026-08-20 19:49:41
2026-08-20 19:17:33,SOLAR GENERATION,0,2026-08-20 19:49:41
2026-08-20 19:17:33,THERMAL GENERATION,168473,2026-08-20 19:49:41
2026-08-20 19:21:33,HYDRO GENERATION,30355,2026-08-20 19:49:41
2026-08-20 19:21:33,THERMAL GENERATION,168620,2026-08-20 19:49:41
2026-08-20 19:21:33,GAS GENERATION,3187,2026-08-20 19:49:41
2026-08-20 19:21:33,NUCLEAR GENERATION,5551,2026-08-20 19:49:41
2026-08-20 19:21:33,WIND GENERATION,19843,2026-08-20 19:49:41
2026-08-20 19:21:33,SOLAR GENERATION,0,2026-08-20 19:49:41
2026-08-20 19:25:33,HYDRO GENERATION,30330,2026-08-20 19:49:41
2026-08-20 19:25:33,THERMAL GENERATION,168221,2026-08-20 19:49:41
2026-08-20 19:25:33,NUCLEAR GENERATION,5555,2026-08-20 19:49:41
2026-08-20 19:25:33,GAS GENERATION,3186,2026-08-20 19:49:41
2026-08-20 19:25:33,SOLAR GENERATION,0,2026-08-20 19:49:41
2026-08-20 19:25:33,WIND GENERATION,19742,2026-08-20 19:49:41
2026-08-20 19:29:33,HYDRO GENERATION,30265,2026-08-20 19:49:41
2026-08-20 19:29:33,THERMAL GENERATION,168028,2026-08-20 19:49:41
2026-08-20 19:29:33,NUCLEAR GENERATION,5563,2026-08-20 19:49:41
2026-08-20 19:29:33,GAS GENERATION,3198,2026-08-20 19:49:41
2026-08-20 19:29:33,SOLAR GENERATION,0,2026-08-20 19:49:41
2026-08-20 19:29:33,WIND GENERATION,19670,2026-08-20 19:49:41
2026-08-20 19:33:33,GAS GENERATION,3175,2026-08-20 19:49:41
2026-08-20 19:33:33,THERMAL GENERATION,167986,2026-08-20 19:49:41
2026-08-20 19:33:33,NUCLEAR GENERATION,5577,2026-08-20 19:49:41
2026-08-20 19:33:33,HYDRO GENERATION,30033,2026-08-20 19:49:41
2026-08-20 19:33:33,WIND GENERATION,19636,2026-08-20 19:49:41
