latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,
28.646748,77.2748,231,0,GMT,GMT,,,,
,,,,,,,,,
time,temperature_2m (°C),relative_humidity_2m (%),cloud_cover (%),surface_pressure (hPa),wind_speed_10m (km/h),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2021-06-17T07:00,33.3,60,18,974,3.3,735,464,271,468.8
2021-06-17T08:00,34,53,29,973.2,6,707,449,258,457.1
2021-06-17T09:00,34.3,50,33,972.6,5.8,638,392,246,425.6
2021-06-17T10:00,34.6,46,23,972.1,5,532,312,220,385.3
2021-06-17T11:00,34.5,46,30,972,7.7,408,231,177,352
2021-06-17T12:00,32,58,19,972.2,14.2,237,107,130,227.1
2021-06-17T13:00,30.9,63,19,972.6,13.2,109,30,79,112.4
2021-06-17T14:00,29.5,70,12,973,11.5,19,2,17,19.7
2021-06-17T15:00,28.8,74,9,973.6,10.2,0,0,0,0
2021-06-17T16:00,28.4,77,9,974,9.8,0,0,0,0
2021-06-17T17:00,28,78,10,974.7,10.1,0,0,0,0
2021-06-17T18:00,27.6,79,12,974.9,9.1,0,0,0,0
2021-06-17T19:00,27.2,81,9,974.5,10.5,0,0,0,0
2021-06-17T20:00,26.8,83,5,974.2,10.4,0,0,0,0
2021-06-17T21:00,26.3,85,5,973.8,9.6,0,0,0,0
2021-06-17T22:00,26,87,5,973.6,7.8,0,0,0,0
2021-06-17T23:00,25.6,88,9,973.6,9,0,0,0,0
2021-06-18T00:00,25.8,85,14,974,9.1,0,0,0,0
2021-06-18T01:00,26.6,80,7,974.3,11,42,6,36,46.3
2021-06-18T02:00,27.6,74,9,974.9,11.5,168,58,110,179.6
2021-06-18T03:00,28.7,69,27,975,11.7,322,159,163,303.7
2021-06-18T04:00,29.9,64,18,975.2,11.1,466,255,211,363.6
2021-06-18T05:00,31,60,15,975,11.6,549,325,224,385
2021-06-18T06:00,32.3,56,7,974.8,12.3,700,443,257,470
2021-06-18T07:00,33.5,53,17,974.2,13.3,767,506,261,511.2
2021-06-18T08:00,33.8,53,40,973.5,13.8,744,485,259,493.6
2021-06-18T09:00,32.3,57,33,973,17,674,407,267,441.8
2021-06-18T10:00,32.3,57,32,972.7,14.4,486,272,214,335.7
2021-06-18T11:00,32.2,57,13,972.4,14.3,398,208,190,316.6
2021-06-18T12:00,30.9,62,18,972.5,14.7,260,120,140,254.3
2021-06-18T13:00,30.3,64,3,972.9,12.4,126,36,90,134.5
2021-06-18T14:00,29.5,68,29,973.4,10.2,21,2,19,19.6
2021-06-18T15:00,29,69,66,974.2,12.3,0,0,0,0
2021-06-18T16:00,28.3,73,16,974.7,13.2,0,0,0,0
2021-06-18T17:00,27.5,76,17,974.9,12.4,0,0,0,0
2021-06-18T18:00,27,79,22,975,10.4,0,0,0,0
2021-06-18T19:00,26.5,82,27,974.7,9.1,0,0,0,0
2021-06-18T20:00,26.1,83,4,974.4,7.5,0,0,0,0
2021-06-18T21:00,25.7,86,1,973.9,8.6,0,0,0,0
2021-06-18T22:00,25.3,88,1,973.7,7.4,0,0,0,0
2021-06-18T23:00,25,90,8,973.8,5.8,0,0,0,0
2021-06-19T00:00,25.2,89,13,973.7,7.7,0,0,0,0
2021-06-19T01:00,26.1,84,9,974.5,9.2,42,6,36,46.4
2021-06-19T02:00,27.3,76,11,974.8,10.7,163,54,109,167.5
2021-06-19T03:00,28.7,69,31,975.2,9.5,332,160,172,306
2021-06-19T04:00,30.2,62,37,975.4,8.7,508,289,219,412.4
2021-06-19T05:00,31.5,58,11,975,10.2,631,369,262,437.3
2021-06-19T06:00,32.5,55,16,974.8,11.8,732,467,265,495.5
2021-06-19T07:00,33.2,53,29,974.3,14,767,503,264,508.2
2021-06-19T08:00,33.2,54,27,973.6,14.5,672,374,298,380.6
2021-06-19T09:00,31.5,61,39,972.7,16.8,620,335,285,363.5
2021-06-19T10:00,31.8,59,23,972.5,15.5,483,241,242,297.3
2021-06-19T11:00,31.2,61,43,972.2,17.7,407,212,195,322.4
2021-06-19T12:00,28.9,69,46,972.3,18.2,260,105,155,222.1
2021-06-19T13:00,27.6,73,39,973,17.3,121,30,91,111.7
2021-06-19T14:00,27,76,28,973.4,17.1,19,2,17,19.6
2021-06-19T15:00,26.6,80,19,974.1,11.6,0,0,0,0
2021-06-19T16:00,26.3,83,47,974.5,11.2,0,0,0,0
2021-06-19T17:00,26.1,85,23,975.1,10,0,0,0,0
2021-06-19T18:00,25.6,87,16,974.8,9.7,0,0,0,0
2021-06-19T19:00,25.4,90,60,974.5,9.2,0,0,0,0
2021-06-19T20:00,25.6,89,100,974.1,9.9,0,0,0,0
2021-06-19T21:00,25.9,88,62,973.6,6.8,0,0,0,0
2021-06-19T22:00,25.6,90,30,973.4,4.3,0,0,0,0
2021-06-19T23:00,25.5,91,36,973.6,2.5,0,0,0,0
2021-06-20T00:00,25.8,91,64,973.8,8.7,0,0,0,0
2021-06-20T01:00,25.5,93,100,974.3,10.5,8,0,8,0
2021-06-20T02:00,25.5,92,100,975,10.7,32,0,32,0
2021-06-20T03:00,26.6,87,100,975.5,9.7,153,17,136,32.5
2021-06-20T04:00,28,80,78,975.7,10,315,83,232,118.5
2021-06-20T05:00,29.3,72,44,975.8,11,460,191,269,226.5
2021-06-20T06:00,30.7,63,25,975.6,10.2,625,345,280,366.2
2021-06-20T07:00,31.9,59,22,975.1,8.9,724,466,258,470.8
2021-06-20T08:00,32.5,57,25,974.3,7.1,737,464,273,472.1
2021-06-20T09:00,32.8,55,20,973.4,6.6,664,411,253,445.8
2021-06-20T10:00,33.2,54,15,973,6.1,576,346,230,426.5
2021-06-20T11:00,33.1,53,39,972.5,6.2,419,222,197,337.3
2021-06-20T12:00,31.5,59,64,973.2,9.4,251,89,162,188
2021-06-20T13:00,31.2,60,86,973.8,7.8,113,28,85,104
2021-06-20T14:00,30.5,64,79,974.5,8.5,11,0,11,0
2021-06-20T15:00,29.9,68,64,975.1,9.8,0,0,0,0
2021-06-20T16:00,29,73,68,975.9,12.1,0,0,0,0
2021-06-20T17:00,28.3,78,85,976.5,10.9,0,0,0,0
2021-06-20T18:00,27.9,80,86,976.4,8.8,0,0,0,0
2021-06-20T19:00,27.5,83,52,976.1,8.8,0,0,0,0
2021-06-20T20:00,27,85,15,975.5,9.4,0,0,0,0
2021-06-20T21:00,26.4,88,32,975.1,9.7,0,0,0,0
2021-06-20T22:00,26,90,20,974.9,7.6,0,0,0,0
2021-06-20T23:00,25.7,92,8,975,7.1,0,0,0,0
2021-06-21T00:00,25.2,91,19,975.6,8.2,0,0,0,0
2021-06-21T01:00,26.1,85,5,976.1,7.6,41,6,35,46.6
2021-06-21T02:00,27.5,79,7,976.6,7.4,165,57,108,177.5
2021-06-21T03:00,29,71,1,976.8,8.6,341,173,168,331.6
2021-06-21T04:00,30.5,66,2,976.8,6.1,517,311,206,444.5
2021-06-21T05:00,32,59,7,977,6.9,671,434,237,514.8
2021-06-21T06:00,33.3,53,27,976.8,10.1,755,505,250,536.1
2021-06-21T07:00,33.8,51,28,976.2,10.4,698,452,246,456.7
2021-06-21T08:00,34.5,48,30,975.4,9.7,734,472,262,480.2
2021-06-21T09:00,35.2,46,28,974.7,7.9,649,395,254,428.3
2021-06-21T10:00,35.8,43,60,974.2,9,578,337,241,415.2
2021-06-21T11:00,35.7,42,14,973.5,9.8,360,134,226,203.4
2021-06-21T12:00,34.8,44,9,973.8,9.9,283,136,147,286.8
2021-06-21T13:00,34,48,15,974,6.5,121,34,87,125.9
2021-06-21T14:00,31.7,60,5,974.3,6.8,21,2,19,19.4
2021-06-21T15:00,30.9,62,6,974.5,6.2,0,0,0,0
2021-06-21T16:00,30.2,65,7,975.1,5.4,0,0,0,0
2021-06-21T17:00,29.7,68,10,975.6,6.9,0,0,0,0
2021-06-21T18:00,29.1,70,24,975.6,6.2,0,0,0,0
2021-06-21T19:00,28.8,72,34,975.2,5.4,0,0,0,0
2021-06-21T20:00,28.5,74,34,974.7,4.7,0,0,0,0
2021-06-21T21:00,28.2,75,67,974.3,4.6,0,0,0,0
2021-06-21T22:00,28,75,63,974.2,4.6,0,0,0,0
2021-06-21T23:00,28.1,73,15,974.4,5.1,0,0,0,0
2021-06-22T00:00,28,81,14,974.9,5.4,0,0,0,0
2021-06-22T01:00,29.5,71,94,975.5,1.5,33,2,31,15.6
2021-06-22T02:00,30.6,66,49,976.3,2.5,112,13,99,40.6
2021-06-22T03:00,32.3,58,40,976.5,3.1,274,107,167,205.4
2021-06-22T04:00,34,49,48,976.7,0,455,238,217,340.5
2021-06-22T05:00,35.5,43,17,976.7,6.6,657,415,242,492.5
2021-06-22T06:00,37,37,21,976.4,12.7,728,467,261,495.9
2021-06-22T07:00,38,34,15,975.7,14.4,759,493,266,498.2
2021-06-22T08:00,38.8,30,18,974.6,16.1,802,537,265,546.3
2021-06-22T09:00,39.1,28,13,973.6,16.8,687,439,248,475.9
2021-06-22T10:00,39.2,28,17,972.9,16.9,611,384,227,472.8
2021-06-22T11:00,39,27,25,972.5,15.6,444,254,190,385.2
2021-06-22T12:00,37.8,30,23,972.7,14.4,266,126,140,265.4
2021-06-22T13:00,36.6,34,15,972.9,9.8,131,41,90,151.4
2021-06-22T14:00,34.5,38,20,973.3,7.2,22,3,19,29
2021-06-22T15:00,32.5,46,20,973.6,9.2,0,0,0,0
2021-06-22T16:00,34,40,27,974.8,4.8,0,0,0,0
2021-06-22T17:00,32.2,46,28,975.2,4.1,0,0,0,0
2021-06-22T18:00,32,46,25,975.1,1.8,0,0,0,0
2021-06-22T19:00,29.9,57,29,974.7,5.2,0,0,0,0
2021-06-22T20:00,28.8,61,34,974.3,5.6,0,0,0,0
2021-06-22T21:00,28.5,64,72,974,4.8,0,0,0,0
2021-06-22T22:00,28.3,66,25,974.2,4.7,0,0,0,0
2021-06-22T23:00,27.9,69,13,974.6,5.2,0,0,0,0
2021-06-23T00:00,27.4,76,9,974.8,5.6,0,0,0,0
2021-06-23T01:00,29.2,67,12,975.7,5.4,40,7,33,54.7
2021-06-23T02:00,31,59,24,976.2,4.6,160,57,103,178.4
2021-06-23T03:00,33,51,12,976.7,4.9,328,159,169,305.7
2021-06-23T04:00,35,45,3,976.9,5.1,508,298,210,426.7
2021-06-23T05:00,36.6,39,4,977.1,3.2,680,450,230,534.4
2021-06-23T06:00,37.8,33,3,976.9,2.3,788,543,245,576.8
2021-06-23T07:00,38.8,30,15,976,3.7,821,568,253,574
2021-06-23T08:00,39.4,28,11,974.7,6.9,793,540,253,549.3
2021-06-23T09:00,39.9,26,34,973.9,8.3,700,465,235,503.9
2021-06-23T10:00,39.8,23,39,973.1,12.4,514,300,214,369.2
2021-06-23T11:00,39.4,22,46,972.7,11.1,358,191,167,289.4
2021-06-23T12:00,37.5,33,33,973.1,11.4,237,97,140,204
2021-06-23T13:00,36.2,38,9,973.4,10.4,128,39,89,143.7
2021-06-23T14:00,34.6,44,5,974.1,12.7,23,3,20,28.9
2021-06-23T15:00,33.3,51,5,974.6,15.1,0,0,0,0
2021-06-23T16:00,32.5,55,4,975.4,14.6,0,0,0,0
2021-06-23T17:00,31.6,60,4,976,15.6,0,0,0,0
2021-06-23T18:00,31,64,5,975.9,14.6,0,0,0,0
2021-06-23T19:00,30.4,68,4,975.9,13.4,0,0,0,0
2021-06-23T20:00,30,69,3,975.7,13.5,0,0,0,0
2021-06-23T21:00,29.5,72,2,975.5,14.6,0,0,0,0
2021-06-23T22:00,29,75,1,975.1,14.5,0,0,0,0
2021-06-23T23:00,28.4,78,1,974.9,12.8,0,0,0,0
2021-06-24T00:00,28.1,80,0,975.7,11.8,0,0,0,0
2021-06-24T01:00,28.8,76,3,976.3,11.6,41,7,34,54.9
2021-06-24T02:00,30,71,0,976.8,12.2,171,63,108,197.8
2021-06-24T03:00,31.5,64,0,977.2,12.5,349,185,164,356.2
2021-06-24T04:00,33.2,57,0,977.1,12.5,530,328,202,470.1
2021-06-24T05:00,34.7,51,5,976.9,11.5,685,455,230,540.7
2021-06-24T06:00,35.8,48,26,976.5,10.4,766,517,249,549.4
2021-06-24T07:00,36.5,45,23,975.9,7.4,761,512,249,517.5
2021-06-24T08:00,37,42,25,974.8,3.9,703,445,258,452.6
2021-06-24T09:00,37.5,39,36,973.6,0,646,406,240,439.8
2021-06-24T10:00,38,37,33,972.6,4.7,542,322,220,396
2021-06-24T11:00,37.8,36,25,972.3,10.4,406,217,189,328.5
2021-06-24T12:00,31.3,63,25,973.3,12.3,255,120,135,252.1
2021-06-24T13:00,32.6,57,18,973,8.1,99,30,69,110.3
2021-06-24T14:00,32.1,59,4,973.5,6.4,21,3,18,28.9
2021-06-24T15:00,31.4,63,9,974.3,5.8,0,0,0,0
2021-06-24T16:00,30.8,66,7,975,5.8,0,0,0,0
2021-06-24T17:00,30.3,69,10,975.6,5.5,0,0,0,0
2021-06-24T18:00,29.9,72,0,975.4,6.8,0,0,0,0
2021-06-24T19:00,29.6,73,0,975.2,7.9,0,0,0,0
2021-06-24T20:00,29.2,75,0,974.9,7.3,0,0,0,0
2021-06-24T21:00,28.9,77,0,974.5,7.6,0,0,0,0
2021-06-24T22:00,28.5,79,0,974.1,7.6,0,0,0,0
2021-06-24T23:00,28.1,81,0,974.2,7.1,0,0,0,0
2021-06-25T00:00,28.2,82,0,974.8,7,0,0,0,0
2021-06-25T01:00,28.9,78,3,975.1,7.6,33,5,28,39.4
2021-06-25T02:00,30,72,15,975.7,6.3,168,60,108,188.9
2021-06-25T03:00,31.6,63,0,975.9,6.3,328,163,165,314.3
2021-06-25T04:00,33.3,57,0,975.9,2.4,534,332,202,476.3
2021-06-25T05:00,35,48,10,975.9,4.7,682,451,231,536.2
2021-06-25T06:00,36.2,43,4,975.5,3.3,702,465,237,494.3
2021-06-25T07:00,37.5,39,17,974.6,5.1,833,580,253,586.3
2021-06-25T08:00,38.4,34,14,973.6,6.5,783,525,258,533.9
2021-06-25T09:00,39.2,31,32,972.5,8.1,706,464,242,502.5
2021-06-25T10:00,39.4,28,35,971.8,7.4,568,345,223,424.1
2021-06-25T11:00,39.5,26,36,971.2,9.7,410,227,183,343.4
2021-06-25T12:00,33.5,53,54,971.9,16.5,242,105,137,220.3
2021-06-25T13:00,31.2,63,83,973.2,15,97,24,73,88
2021-06-25T14:00,29.6,70,69,973,16,15,1,14,9.6
2021-06-25T15:00,30.5,64,93,973.7,7.6,0,0,0,0
2021-06-25T16:00,30.4,64,78,974.5,9,0,0,0,0
2021-06-25T17:00,29.9,69,64,974.9,9.9,0,0,0,0
2021-06-25T18:00,29.5,71,64,974.8,7.6,0,0,0,0
2021-06-25T19:00,29,73,33,974.5,4.5,0,0,0,0
2021-06-25T20:00,28.4,77,29,974.1,3.6,0,0,0,0
2021-06-25T21:00,28.1,78,1,974.4,9,0,0,0,0
2021-06-25T22:00,27.8,78,0,974.3,9.3,0,0,0,0
2021-06-25T23:00,27.2,81,0,974.3,10.6,0,0,0,0
2021-06-26T00:00,26.6,83,0,975.7,8.2,0,0,0,0
2021-06-26T01:00,27.1,80,1,976.7,6.9,40,7,33,55.4
2021-06-26T02:00,28.2,75,24,977.2,4.2,171,63,108,198.9
2021-06-26T03:00,29.6,68,12,977.7,3.2,341,176,165,340
2021-06-26T04:00,31.4,59,25,977.6,3.3,510,302,208,433.7
2021-06-26T05:00,33,52,99,977.5,2.9,638,378,260,449.7
2021-06-26T06:00,33.5,50,54,977.4,1.6,468,144,324,153.1
2021-06-26T07:00,34.7,47,67,976.8,1.6,603,274,329,277
2021-06-26T08:00,35.8,43,58,975.7,1.3,717,392,325,398.6
2021-06-26T09:00,36.5,40,4,974.9,2.7,651,323,328,349.7
2021-06-26T10:00,37.3,37,6,974.2,5.1,643,422,221,518.5
2021-06-26T11:00,37.4,36,16,973.6,7.6,476,287,189,433.8
2021-06-26T12:00,36.3,37,28,974.3,8.4,270,131,139,274.5
2021-06-26T13:00,35.8,39,14,974.3,4.2,123,39,84,142.8
2021-06-26T14:00,34,46,19,974.8,5.9,22,3,19,28.7
2021-06-26T15:00,33.2,51,22,975.9,12.3,0,0,0,0
2021-06-26T16:00,32.2,59,21,977,10.9,0,0,0,0
2021-06-26T17:00,31.6,63,17,977.9,11.7,0,0,0,0
2021-06-26T18:00,31,67,13,978.2,10.6,0,0,0,0
2021-06-26T19:00,30.5,69,10,978.2,10,0,0,0,0
2021-06-26T20:00,30,70,8,978,8.7,0,0,0,0
2021-06-26T21:00,29.6,71,3,977.7,8.1,0,0,0,0
2021-06-26T22:00,29.2,72,1,977.8,7.9,0,0,0,0
2021-06-26T23:00,29,73,0,978.3,8.4,0,0,0,0
2021-06-27T00:00,28.5,77,0,978.8,9.4,0,0,0,0
2021-06-27T01:00,29.4,73,25,979.5,10.1,38,6,32,47.6
2021-06-27T02:00,30.3,68,31,980.3,12,164,58,106,183.7
2021-06-27T03:00,31.3,64,14,980.5,9.7,308,151,157,292.2
2021-06-27T04:00,33,58,13,980.4,9,509,308,201,442.8
2021-06-27T05:00,34.5,52,12,980.4,6,645,420,225,500
2021-06-27T06:00,35.8,47,13,980.2,3.7,736,488,248,519.1
2021-06-27T07:00,36.7,43,34,979.5,2.6,784,530,254,535.9
2021-06-27T08:00,37.4,40,19,978.5,3.9,721,475,246,483
2021-06-27T09:00,37.8,37,29,977.3,6.4,648,426,222,461.1
2021-06-27T10:00,38,36,12,976.3,8.4,565,359,206,440.9
2021-06-27T11:00,38.1,35,13,975.6,8.4,447,259,188,391.2
2021-06-27T12:00,36.9,40,31,975.9,12.4,275,133,142,278.4
2021-06-27T13:00,36.2,41,23,976,10.5,126,40,86,146.2
2021-06-27T14:00,35,45,12,976.7,6.8,21,3,18,28.6
2021-06-27T15:00,33.9,51,4,977.4,12.2,0,0,0,0
2021-06-27T16:00,32.9,55,3,978.1,11.4,0,0,0,0
2021-06-27T17:00,32.1,59,3,978.6,12.3,0,0,0,0
2021-06-27T18:00,31.5,63,4,978.7,10.8,0,0,0,0
2021-06-27T19:00,30.9,65,4,978.4,9.1,0,0,0,0
2021-06-27T20:00,30.4,67,2,978.1,9.4,0,0,0,0
2021-06-27T21:00,29.9,69,1,978,7.2,0,0,0,0
2021-06-27T22:00,29.4,71,1,977.6,5.9,0,0,0,0
2021-06-27T23:00,29,73,1,977.6,5.1,0,0,0,0
2021-06-28T00:00,28.4,78,1,978.2,4.6,0,0,0,0
2021-06-28T01:00,29.5,72,1,978.4,7,40,7,33,55.8
2021-06-28T02:00,31,65,1,978.9,9,171,64,107,203.4
2021-06-28T03:00,32.5,59,1,979.2,8.5,348,188,160,364.5
2021-06-28T04:00,34,52,6,979.2,4.8,529,330,199,474.9
2021-06-28T05:00,35.4,46,9,979,2.4,672,442,230,526.6
2021-06-28T06:00,36.6,40,12,978.6,1.8,746,501,245,533.2
2021-06-28T07:00,37.8,36,11,977.7,3.8,814,563,251,569.4
2021-06-28T08:00,38.6,33,10,976.7,5.5,792,540,252,549.1
2021-06-28T09:00,39.2,31,10,975.7,7.2,741,501,240,542.2
2021-06-28T10:00,39.5,29,20,974.9,8.7,639,415,224,509.5
2021-06-28T11:00,39.3,28,34,974.1,9,443,252,191,380.4
2021-06-28T12:00,37.7,35,31,974.7,9.4,253,118,135,246.8
2021-06-28T13:00,37,37,14,974.5,8.2,131,42,89,153.3
2021-06-28T14:00,35.5,42,19,974.8,6.6,22,3,19,28.6
2021-06-28T15:00,34.7,45,22,975.2,8,0,0,0,0
2021-06-28T16:00,33.7,49,16,975.8,8.3,0,0,0,0
2021-06-28T17:00,32.9,52,7,976.3,7.4,0,0,0,0
2021-06-28T18:00,32.1,56,4,976.1,5.8,0,0,0,0
2021-06-28T19:00,31.8,57,4,975.9,8,0,0,0,0
2021-06-28T20:00,31.4,59,4,975.5,9.4,0,0,0,0
2021-06-28T21:00,31.1,58,4,974.8,9.8,0,0,0,0
2021-06-28T22:00,30.8,59,3,974.4,9.9,0,0,0,0
2021-06-28T23:00,30.5,59,3,974.1,9.7,0,0,0,0
2021-06-29T00:00,28.8,76,3,974.8,5.8,0,0,0,0
2021-06-29T01:00,30.4,68,1,975.3,4.7,40,7,33,56.1
2021-06-29T02:00,32.5,61,1,975.8,6.7,172,66,106,210.5
2021-06-29T03:00,34.8,51,0,975.7,6.8,353,193,160,374.8
2021-06-29T04:00,36.8,39,0,975.7,8,539,341,198,491.3
2021-06-29T05:00,38.4,33,0,975.5,10.2,698,474,224,565.1
2021-06-29T06:00,39.7,28,0,975,14,814,572,242,609
2021-06-29T07:00,40.6,26,1,974.3,15.9,870,620,250,627.1
2021-06-29T08:00,41.6,22,3,973.3,16.5,865,616,249,626.3
2021-06-29T09:00,42.2,20,1,972.5,18.1,788,550,238,595.1
2021-06-29T10:00,42.2,19,3,971.8,19.4,673,453,220,555.9
2021-06-29T11:00,41.8,20,2,970.9,19.4,503,312,191,470.7
2021-06-29T12:00,40.6,23,0,971.4,18.2,320,169,151,353.2
2021-06-29T13:00,39.5,25,0,971.4,14.2,145,50,95,182.2
2021-06-29T14:00,37.9,26,0,971.5,12.1,25,4,21,38.1
2021-06-29T15:00,36.7,28,0,971.8,11.1,0,0,0,0
2021-06-29T16:00,35.2,31,0,972.3,8.7,0,0,0,0
2021-06-29T17:00,33.7,34,0,972.6,6.8,0,0,0,0
2021-06-29T18:00,32.9,37,0,972.4,6.7,0,0,0,0
2021-06-29T19:00,32.5,37,0,972,8.3,0,0,0,0
2021-06-29T20:00,31.6,39,0,971.7,7.6,0,0,0,0
2021-06-29T21:00,30.9,42,0,971.1,7.7,0,0,0,0
2021-06-29T22:00,30.9,41,0,970.9,13,0,0,0,0
2021-06-29T23:00,31.3,39,0,971.2,15.9,0,0,0,0
2021-06-30T00:00,30.3,44,0,971.2,10.5,0,0,0,0
2021-06-30T01:00,31.4,42,0,971.7,13.8,40,7,33,56.3
2021-06-30T02:00,33.5,36,0,972.5,16.3,174,67,107,214.5
2021-06-30T03:00,36.8,32,0,972.8,24.9,355,195,160,379.4
2021-06-30T04:00,38.2,31,0,973,32.9,541,343,198,494.8
2021-06-30T05:00,39.7,29,0,973.1,33.2,700,476,224,567.9
2021-06-30T06:00,41.1,25,30,972.8,30.6,809,567,242,603.9
2021-06-30T07:00,41.8,23,46,972.2,28.1,757,490,267,495.7
2021-06-30T08:00,42.7,21,80,971.4,27.8,781,526,255,534.8
2021-06-30T09:00,43,20,71,970.2,26.8,719,467,252,505.2
2021-06-30T10:00,43.4,18,74,969.4,26.1,656,419,237,514
2021-06-30T11:00,43.2,17,85,968.4,26.2,509,317,192,478
2021-06-30T12:00,41.8,21,87,968.9,20.8,315,165,150,344.6
2021-06-30T13:00,40.8,22,66,968.9,14.4,137,43,94,156.5
2021-06-30T14:00,38.5,25,80,968.9,9.3,25,3,22,28.5
2021-06-30T15:00,36.6,29,75,969.2,7.3,0,0,0,0
2021-06-30T16:00,34.8,33,76,969.3,8,0,0,0,0
2021-06-30T17:00,34,34,72,969.6,6,0,0,0,0
2021-06-30T18:00,33.5,36,72,970.2,11,0,0,0,0
2021-06-30T19:00,33.5,34,80,970.3,12.8,0,0,0,0
2021-06-30T20:00,33.5,32,70,970.1,16.8,0,0,0,0
2021-06-30T21:00,34.7,33,87,970.1,23.4,0,0,0,0
2021-06-30T22:00,34,38,77,969.9,20.9,0,0,0,0
2021-06-30T23:00,33.2,42,61,969.8,20.5,0,0,0,0
2021-07-01T00:00,31.9,45,0,969.2,11.2,0,0,0,0
2021-07-01T01:00,32.8,46,50,969.8,13.8,39,7,32,56.6
2021-07-01T02:00,34.4,44,0,970.5,17,172,66,106,212
2021-07-01T03:00,35.9,40,0,970.9,25.2,353,195,158,380.2
2021-07-01T04:00,37.3,36,6,971.1,27,538,342,196,493.9
2021-07-01T05:00,38.9,32,66,970.8,24.1,696,474,222,565.9
2021-07-01T06:00,40.2,30,79,970.7,22,811,571,240,608.4
2021-07-01T07:00,41.2,27,79,970.2,19.4,867,619,248,626.4
2021-07-01T08:00,41.9,25,84,969.5,17.4,831,580,251,589.7
2021-07-01T09:00,42,23,33,968.7,16.7,678,410,268,443.5
2021-07-01T10:00,41.7,22,42,968.1,17.3,492,278,214,341
2021-07-01T11:00,41.4,22,24,967.7,17.1,391,197,194,296.9
2021-07-01T12:00,40.2,25,18,967.9,10,278,133,145,277.6
2021-07-01T13:00,39.2,28,35,967.9,7.9,117,33,84,120
2021-07-01T14:00,37.8,31,39,968.3,8.8,20,3,17,28.5
2021-07-01T15:00,36.7,33,30,968.6,8.2,0,0,0,0
2021-07-01T16:00,35.7,35,27,969.2,8.2,0,0,0,0
2021-07-01T17:00,35.2,36,32,969.8,10.4,0,0,0,0
2021-07-01T18:00,34.8,37,39,969.9,13,0,0,0,0
2021-07-01T19:00,34.7,37,31,969.7,15.4,0,0,0,0
2021-07-01T20:00,34.4,37,30,969.3,15.1,0,0,0,0
2021-07-01T21:00,34.2,36,30,969.4,20.4,0,0,0,0
2021-07-01T22:00,34.3,39,32,969.3,24,0,0,0,0
2021-07-01T23:00,33.7,42,16,969.6,22.3,0,0,0,0
2021-07-02T00:00,32.2,45,11,970.2,14.2,0,0,0,0
2021-07-02T01:00,33.5,44,54,970.5,14.7,29,5,24,40.6
2021-07-02T02:00,34.4,43,6,970.9,15.5,161,59,102,190.2
2021-07-02T03:00,35.6,42,4,971.3,19.2,340,183,157,357.5
2021-07-02T04:00,37,40,3,971.8,21,522,327,195,472.8
2021-07-02T05:00,38.5,36,10,971.8,20,686,461,225,550.8
2021-07-02T06:00,39.9,33,38,971.7,17.8,796,558,238,594.8
2021-07-02T07:00,40.7,30,15,971.3,15.6,820,571,249,577.9
2021-07-02T08:00,41.5,29,28,970.9,14.1,777,523,254,531.8
2021-07-02T09:00,41.6,27,51,970.1,14.8,650,413,237,446.7
2021-07-02T10:00,40.3,28,52,969.8,14.9,409,224,185,274.7
2021-07-02T11:00,40.2,28,34,969.5,9.1,367,208,159,313.4
2021-07-02T12:00,36.2,44,49,970.4,11.4,243,107,136,223.2
2021-07-02T13:00,35.2,46,42,971.2,6.5,105,30,75,109.1
2021-07-02T14:00,32,59,92,972.2,18.1,17,2,15,19
2021-07-02T15:00,32.2,58,99,972.2,11.8,0,0,0,0
2021-07-02T16:00,32.1,58,97,972.7,11.8,0,0,0,0
2021-07-02T17:00,32,59,99,973.2,10.2,0,0,0,0
2021-07-02T18:00,31.9,59,93,973.1,8.4,0,0,0,0
2021-07-02T19:00,31.8,59,82,972.9,8.5,0,0,0,0
2021-07-02T20:00,31.6,59,88,972.6,11.2,0,0,0,0
2021-07-02T21:00,31.5,57,40,972.4,12.5,0,0,0,0
2021-07-02T22:00,31.2,56,77,972.3,11.7,0,0,0,0
2021-07-02T23:00,31.5,53,69,972.4,13.7,0,0,0,0
2021-07-03T00:00,29,68,61,974.2,7.7,0,0,0,0
2021-07-03T01:00,28.8,68,80,974.8,10,13,2,11,16.3
2021-07-03T02:00,29.1,67,75,975.5,8,60,13,47,42.1
2021-07-03T03:00,30.7,61,69,975.9,8.6,194,64,130,125.3
2021-07-03T04:00,32.5,54,77,975.9,10.3,314,126,188,182.4
2021-07-03T05:00,34.2,46,38,976.1,12.4,411,169,242,202.1
2021-07-03T06:00,36.2,40,33,975.8,13.4,614,372,242,396.7
2021-07-03T07:00,37.3,37,31,975.5,11.2,660,400,260,404.9
2021-07-03T08:00,38.3,35,26,974.6,9.1,695,440,255,447.4
2021-07-03T09:00,39,33,26,973.6,8,658,433,225,468.2
2021-07-03T10:00,39.2,32,51,972.9,9.2,536,317,219,388.6
2021-07-03T11:00,38.5,31,43,972.5,11.2,340,157,183,236.5
2021-07-03T12:00,32.7,54,50,972.7,24.8,207,93,114,194
