ts,forecast_load_mw,forecast_mcp,charge_mw,discharge_mw,soc_mwh,bess_mw
2026-08-18 00:00:00,5817.374082644649,3580.206256059431,0.0,0.0,20.0,0.0
2026-08-18 00:15:00,5766.203331866792,3509.2712213323744,0.0,0.0,20.0,0.0
2026-08-18 00:30:00,5740.206469551944,3397.8315266147683,0.0,0.0,20.0,0.0
2026-08-18 00:45:00,5648.805318532889,3481.1181183164817,0.0,0.0,20.0,0.0
2026-08-18 01:00:00,5562.8631120533755,3179.0886689883782,0.0,0.0,20.0,0.0
2026-08-18 01:15:00,5387.909267048243,3153.1825867283437,0.0,0.0,20.0,0.0
2026-08-18 01:30:00,5291.804500903989,3128.7759897159044,0.0,0.0,20.0,0.0
2026-08-18 01:45:00,5227.266764924779,3122.0936259884234,0.0,0.0,20.0,0.0
2026-08-18 02:00:00,5153.5865223076635,2927.8167456771866,0.0,0.0,20.0,0.0
2026-08-18 02:15:00,5051.4870157713385,2846.3898085897854,0.0,0.0,20.0,0.0
2026-08-18 02:30:00,4987.89210536488,2927.8167456771866,0.0,0.0,20.0,0.0
2026-08-18 02:45:00,4901.288251221355,2941.7548118811587,0.0,0.0,20.0,0.0
2026-08-18 03:00:00,4741.702617419637,2839.8279626640638,0.0,0.0,20.0,0.0
2026-08-18 03:15:00,4732.249804825664,2820.0764719727163,0.0,0.0,20.0,0.0
2026-08-18 03:30:00,4703.829593210235,2820.0764719727163,0.0,0.0,20.0,0.0
2026-08-18 03:45:00,4668.692839303384,2820.0764719727163,0.0,0.0,20.0,0.0
2026-08-18 04:00:00,4630.321667485042,2848.8693516886233,0.0,0.0,20.0,0.0
2026-08-18 04:15:00,4568.318297895126,2930.4075324425157,0.0,0.0,20.0,0.0
2026-08-18 04:30:00,4582.17533909492,2944.3581778430353,0.0,0.0,20.0,0.0
2026-08-18 04:45:00,4551.709037243082,2952.714171279935,0.0,0.0,20.0,0.0
2026-08-18 05:00:00,4526.792288075703,3208.4728714999324,0.0,0.0,20.0,0.0
2026-08-18 05:15:00,4477.966459173774,3627.5445107247656,0.0,0.0,20.0,0.0
2026-08-18 05:30:00,4440.823434687264,3775.5681430785903,0.0,0.0,20.0,0.0
2026-08-18 05:45:00,4412.455774321902,3854.463804857,0.0,0.0,20.0,0.0
2026-08-18 06:00:00,4384.903305708621,4218.674080315057,0.0,0.0,20.0,0.0
2026-08-18 06:15:00,4400.859398600959,4482.676678435616,0.0,20.0,14.729537,20.0
2026-08-18 06:30:00,4422.776743218777,5967.663732254601,0.0,20.0,9.4590745,20.0
2026-08-18 06:45:00,4445.104719043337,4931.8848940387725,0.0,20.0,4.1886117,20.0
2026-08-18 07:00:00,4453.794552750441,4224.632040682563,0.0,8.3051975,2.0,8.3051975
2026-08-18 07:15:00,4477.049020166624,3847.9620542283087,0.0,0.0,2.0,0.0
2026-08-18 07:30:00,4485.378480033509,3548.008469143211,0.0,0.0,2.0,0.0
2026-08-18 07:45:00,4509.847414518842,3249.37613107351,0.0,0.0,2.0,0.0
2026-08-18 08:00:00,4551.71656660139,3068.8795878021906,0.0,0.0,2.0,0.0
2026-08-18 08:15:00,4599.9905483946395,2823.6936765295977,0.0,0.0,2.0,0.0
2026-08-18 08:30:00,4655.558581090118,2533.669102011252,0.0,0.0,2.0,0.0
2026-08-18 08:45:00,4759.228209135651,2151.391917607461,0.0,0.0,2.0,0.0
2026-08-18 09:00:00,4827.148094044352,2060.3127118241664,0.0,0.0,2.0,0.0
2026-08-18 09:15:00,4973.175791170462,1959.927785708901,0.0,0.0,2.0,0.0
2026-08-18 09:30:00,5202.321974811975,1836.0554472392969,0.0,0.0,2.0,0.0
2026-08-18 09:45:00,5318.360559437686,1617.9506174316773,0.0,0.0,2.0,0.0
2026-08-18 10:00:00,5402.715909139482,1376.4842223968762,0.0,0.0,2.0,0.0
2026-08-18 10:15:00,5461.443607922748,1395.1629000123771,0.0,0.0,2.0,0.0
2026-08-18 10:30:00,5533.16638766093,1392.5604625922426,0.0,0.0,2.0,0.0
2026-08-18 10:45:00,5558.433707529816,1392.5604625922426,0.0,0.0,2.0,0.0
2026-08-18 11:00:00,5607.691887505724,1393.6531485182081,0.0,0.0,2.0,0.0
2026-08-18 11:15:00,5662.883204744544,1393.6531485182081,0.0,0.0,2.0,0.0
2026-08-18 11:30:00,5703.2422429053195,1392.8253257598044,0.0,0.0,2.0,0.0
2026-08-18 11:45:00,5731.817145193352,1372.0857889383576,0.22206812,0.0,2.0526681,-0.22206812
2026-08-18 12:00:00,5746.616477946319,1358.7779175518315,20.0,0.0,6.7960846,-20.0
2026-08-18 12:15:00,5767.061266143464,1358.7779175518315,20.0,0.0,11.539501,-20.0
2026-08-18 12:30:00,5766.265795505174,1358.7779175518315,20.0,0.0,16.282918,-20.0
2026-08-18 12:45:00,5779.973299299169,1302.9669239729385,20.0,0.0,21.026334,-20.0
2026-08-18 13:00:00,5713.862195483562,1279.6484750068828,20.0,0.0,25.769751,-20.0
