ts,forecast_load_mw,forecast_mcp,charge_mw,discharge_mw,soc_mwh,bess_mw
2026-08-03 00:00:00,6174.659413089085,5701.404288017995,0.0,20.0,14.729537,20.0
2026-08-03 00:15:00,6118.536429655429,5304.737900342873,0.0,20.0,9.4590745,20.0
2026-08-03 00:30:00,6072.853974855078,4842.256699234775,0.0,20.0,4.1886117,20.0
2026-08-03 00:45:00,5940.051624936896,4046.9958540088237,0.0,8.3051975,2.0,8.3051975
2026-08-03 01:00:00,5803.001619722192,3483.3658173187523,0.0,0.0,2.0,0.0
2026-08-03 01:15:00,5692.443245911675,3153.2684816820806,0.0,0.0,2.0,0.0
2026-08-03 01:30:00,5640.150474970404,3175.571315454219,0.0,0.0,2.0,0.0
2026-08-03 01:45:00,5578.846307928042,2979.870378538098,0.0,0.0,2.0,0.0
2026-08-03 02:00:00,5514.535376477007,2751.32565490164,0.0,0.0,2.0,0.0
2026-08-03 02:15:00,5478.750261250141,2652.2495349805477,13.333333,0.0,5.1622777,-13.333333
2026-08-03 02:30:00,5416.819338609324,2776.461095319173,0.0,0.0,5.1622777,0.0
2026-08-03 02:45:00,5372.562093273401,2829.1909704105124,0.0,0.0,5.1622777,0.0
2026-08-03 03:00:00,5261.296159916855,2720.177991725991,0.0,0.0,5.1622777,0.0
2026-08-03 03:15:00,5204.86761888572,2710.64311348491,0.0,0.0,5.1622777,0.0
2026-08-03 03:30:00,5162.408781984745,2711.097333515645,0.0,0.0,5.1622777,0.0
2026-08-03 03:45:00,5111.350778907301,2608.5638087857997,20.0,0.0,9.9056942,-20.0
2026-08-03 04:00:00,5071.747322433755,2580.166709284927,20.0,0.0,14.649111,-20.0
2026-08-03 04:15:00,5031.72737243247,2570.5891894506744,20.0,0.0,19.392527,-20.0
2026-08-03 04:30:00,4949.09832129418,2578.9024770474257,20.0,0.0,24.135944,-20.0
2026-08-03 04:45:00,4929.6015307916105,2626.968188681286,20.0,0.0,28.87936,-20.0
2026-08-03 05:00:00,4905.878920966573,2633.9076797644752,20.0,0.0,33.622777,-20.0
2026-08-03 05:15:00,4887.31009689164,2728.4230072719192,0.0,0.0,33.622777,0.0
2026-08-03 05:30:00,4853.921771495335,2777.153372245342,0.0,0.0,33.622777,0.0
2026-08-03 05:45:00,4813.2476764768435,3077.1143490725317,0.0,0.0,33.622777,0.0
2026-08-03 06:00:00,4783.557152236209,3926.755422156969,0.0,20.0,28.352314,20.0
2026-08-03 06:15:00,4877.207002057651,4303.942060653669,0.0,20.0,23.081851,20.0
2026-08-03 06:30:00,4909.196554152802,4421.784828990252,0.0,20.0,17.811388,20.0
2026-08-03 06:45:00,4922.831341057316,4446.463074902807,0.0,20.0,12.540926,20.0
2026-08-03 07:00:00,4928.391196572977,3921.6724884952237,0.0,20.0,7.2704628,20.0
