ts,forecast_load_mw,forecast_mcp,charge_mw,discharge_mw,soc_mwh,bess_mw
2026-08-06 00:00:00,6112.834598875458,9833.097967921365,0.0,20.0,14.729537,20.0
2026-08-06 00:15:00,6027.421854438785,9768.024763083633,0.0,20.0,9.4590745,20.0
2026-08-06 00:30:00,5980.80902658815,9766.504251353512,0.0,20.0,4.1886117,20.0
2026-08-06 00:45:00,5870.020862897866,9672.0224017456,0.0,8.3051975,2.0,8.3051975
2026-08-06 01:00:00,5743.970449374224,6843.21779095681,0.0,0.0,2.0,0.0
2026-08-06 01:15:00,5591.083521137999,5886.853439783905,0.0,0.0,2.0,0.0
2026-08-06 01:30:00,5505.934303946211,4859.439620162029,0.0,0.0,2.0,0.0
2026-08-06 01:45:00,5430.809872240905,4432.365169657112,0.0,0.0,2.0,0.0
2026-08-06 02:00:00,5353.021799607174,4062.918236967138,0.0,0.0,2.0,0.0
2026-08-06 02:15:00,5299.984710522177,4025.1551728740014,0.0,0.0,2.0,0.0
2026-08-06 02:30:00,5228.334011960091,3947.4133492857864,0.0,0.0,2.0,0.0
2026-08-06 02:45:00,5136.004897800587,3945.9880157617063,0.0,0.0,2.0,0.0
2026-08-06 03:00:00,5037.403954630448,3617.728684377022,0.0,0.0,2.0,0.0
2026-08-06 03:15:00,5033.313984645495,3607.7273984369413,0.0,0.0,2.0,0.0
2026-08-06 03:30:00,4978.179278832556,3587.426695766619,0.0,0.0,2.0,0.0
2026-08-06 03:45:00,4923.905154170699,3564.2116192840667,0.0,0.0,2.0,0.0
2026-08-06 04:00:00,4859.75521175762,3603.1183206743526,0.0,0.0,2.0,0.0
2026-08-06 04:15:00,4827.417404216314,3556.6590619309486,0.0,0.0,2.0,0.0
2026-08-06 04:30:00,4798.603736537513,3537.116494980576,0.0,0.0,2.0,0.0
2026-08-06 04:45:00,4753.124814931746,3595.9392821265806,0.0,0.0,2.0,0.0
2026-08-06 05:00:00,4733.654987893251,3689.6106188056106,0.0,0.0,2.0,0.0
2026-08-06 05:15:00,4721.812464212636,4064.468629548413,0.0,0.0,2.0,0.0
2026-08-06 05:30:00,4688.179040262106,4334.013177463623,0.0,0.0,2.0,0.0
2026-08-06 05:45:00,4646.64193967044,4432.576711680687,0.0,0.0,2.0,0.0
2026-08-06 06:00:00,4642.992850713484,4879.322600526151,0.0,0.0,2.0,0.0
2026-08-06 06:15:00,4647.836366712836,5027.602449437359,0.0,0.0,2.0,0.0
2026-08-06 06:30:00,4648.127450449841,5019.593421745825,0.0,0.0,2.0,0.0
2026-08-06 06:45:00,4651.631967679906,4929.590635306255,0.0,0.0,2.0,0.0
2026-08-06 07:00:00,4637.259266382795,4395.049674549271,0.0,0.0,2.0,0.0
2026-08-06 07:15:00,4635.61575354113,4261.496573707218,0.0,0.0,2.0,0.0
2026-08-06 07:30:00,4654.641740837832,3930.3425785658433,0.0,0.0,2.0,0.0
2026-08-06 07:45:00,4659.112386751348,3690.6882176634977,0.0,0.0,2.0,0.0
2026-08-06 08:00:00,4698.453689006148,3246.754909574269,0.0,0.0,2.0,0.0
2026-08-06 08:15:00,4805.844697601101,3115.5528949915456,0.0,0.0,2.0,0.0
2026-08-06 08:30:00,4854.444645426912,2797.049123278244,0.0,0.0,2.0,0.0
2026-08-06 08:45:00,4910.921233893389,2654.6028238891045,0.0,0.0,2.0,0.0
2026-08-06 09:00:00,5029.50960807603,2439.1239035789617,0.0,0.0,2.0,0.0
2026-08-06 09:15:00,5198.439921183752,2358.8823495060083,0.0,0.0,2.0,0.0
2026-08-06 09:30:00,5302.868687472476,2202.67156387287,0.0,0.0,2.0,0.0
2026-08-06 09:45:00,5390.425517320952,1957.447469979067,0.0,0.0,2.0,0.0
2026-08-06 10:00:00,5487.0863455536155,1688.2770986124908,0.0,0.0,2.0,0.0
2026-08-06 10:15:00,5572.31869106188,1607.7989420521167,0.0,0.0,2.0,0.0
2026-08-06 10:30:00,5646.648769124754,1579.1652860983268,0.0,0.0,2.0,0.0
2026-08-06 10:45:00,5669.933380048584,1445.30566808109,20.0,0.0,6.7434165,-20.0
2026-08-06 11:00:00,5708.207742922589,1450.9106653764582,0.0,0.0,6.7434165,0.0
2026-08-06 11:15:00,5774.723777016283,1447.1954099315824,0.0,0.0,6.7434165,0.0
2026-08-06 11:30:00,5793.02495575913,1447.1954099315824,0.22206812,0.0,6.7960846,-0.22206812
2026-08-06 11:45:00,5805.302971200542,1447.1954099315824,20.0,0.0,11.539501,-20.0
2026-08-06 12:00:00,5855.364406327511,1459.056189364834,0.0,0.0,11.539501,0.0
2026-08-06 12:15:00,5884.563357813496,1430.7202404964048,20.0,0.0,16.282918,-20.0
2026-08-06 12:30:00,5895.2532402514325,1424.8939252748023,20.0,0.0,21.026334,-20.0
2026-08-06 12:45:00,5931.144843659815,1304.7149804400572,20.0,0.0,25.769751,-20.0
2026-08-06 13:00:00,5844.38508509761,1294.343226494484,20.0,0.0,30.513167,-20.0
2026-08-06 13:15:00,5841.821929084657,1294.343226494484,20.0,0.0,35.256584,-20.0
2026-08-06 13:30:00,5832.730203297394,1429.6606766613702,20.0,0.0,40.0,-20.0
2026-08-06 13:45:00,5902.4104210548,1463.5600004974322,0.0,0.0,40.0,0.0
2026-08-06 14:00:00,6013.559459777629,1477.000008332922,0.0,0.0,40.0,0.0
2026-08-06 14:15:00,6098.518565044396,1483.9342452858782,0.0,0.0,40.0,0.0
2026-08-06 14:30:00,6182.735772613904,1681.5795767261704,0.0,0.0,40.0,0.0
2026-08-06 14:45:00,6202.566469324475,1691.826207270209,0.0,0.0,40.0,0.0
2026-08-06 15:00:00,6220.029229526143,1921.2107286153032,0.0,0.0,40.0,0.0
2026-08-06 15:15:00,6223.741747287902,2183.7329809456537,0.0,0.0,40.0,0.0
2026-08-06 15:30:00,6221.06307965092,2336.207322853314,0.0,0.0,40.0,0.0
2026-08-06 15:45:00,6217.940302793555,2389.969737062563,0.0,0.0,40.0,0.0
2026-08-06 16:00:00,6188.652178058922,2735.5225246389336,0.0,0.0,40.0,0.0
2026-08-06 16:15:00,6145.005788606719,2840.573087023268,0.0,0.0,40.0,0.0
2026-08-06 16:30:00,6017.916461857057,2980.122081474472,0.0,0.0,40.0,0.0
2026-08-06 16:45:00,5986.362328701894,3108.419782990957,0.0,0.0,40.0,0.0
2026-08-06 17:00:00,5904.728437220351,3219.292999786252,0.0,0.0,40.0,0.0
2026-08-06 17:15:00,5824.467260636342,3313.134311094142,0.0,0.0,40.0,0.0
2026-08-06 17:30:00,5812.280790841857,3458.578923087239,0.0,0.0,40.0,0.0
2026-08-06 17:45:00,5751.873440932756,3585.6419628930353,0.0,0.0,40.0,0.0
2026-08-06 18:00:00,5738.18576691904,3469.0397458349416,0.0,0.0,40.0,0.0
2026-08-06 18:15:00,5715.8955945155785,3903.698681273225,0.0,0.0,40.0,0.0
2026-08-06 18:30:00,5710.700255559269,5016.6644990101795,0.0,0.0,40.0,0.0
2026-08-06 18:45:00,5703.532406373743,9646.650589607749,0.0,0.0,40.0,0.0
2026-08-06 19:00:00,5691.591621978059,9833.635304092504,0.0,0.0,40.0,0.0
