ts,forecast_load_mw,forecast_mcp,charge_mw,discharge_mw,soc_mwh,bess_mw
2026-07-30 00:00:00,6306.0845385753555,9448.329890183239,0.0,20.0,14.729537,20.0
2026-07-30 00:15:00,6265.172972363561,9324.28723408135,0.0,20.0,9.4590745,20.0
2026-07-30 00:30:00,6203.596159612199,9177.170687374099,0.0,20.0,4.1886117,20.0
2026-07-30 00:45:00,6115.65383064231,9069.190372130632,0.0,8.3051975,2.0,8.3051975
2026-07-30 01:00:00,5986.573130811933,7612.919996944514,0.0,0.0,2.0,0.0
2026-07-30 01:15:00,5890.758234962934,6169.213902773743,0.0,0.0,2.0,0.0
2026-07-30 01:30:00,5751.773515951193,5760.842355212583,0.0,0.0,2.0,0.0
2026-07-30 01:45:00,5694.507439506808,5147.37504448105,0.0,0.0,2.0,0.0
2026-07-30 02:00:00,5585.125849531406,4436.021243663184,0.0,0.0,2.0,0.0
2026-07-30 02:15:00,5525.171890997967,4412.430000332787,0.0,0.0,2.0,0.0
2026-07-30 02:30:00,5458.455402509363,4216.49293262796,0.0,0.0,2.0,0.0
2026-07-30 02:45:00,5388.5344254222555,4049.662024237612,20.0,0.0,6.7434165,-20.0
2026-07-30 03:00:00,5308.527135338647,3917.564528632227,20.0,0.0,11.486833,-20.0
2026-07-30 03:15:00,5297.662911535336,3709.574499963898,20.0,0.0,16.230249,-20.0
2026-07-30 03:30:00,5231.778153564796,3831.631604538709,20.0,0.0,20.973666,-20.0
2026-07-30 03:45:00,5174.286496575024,3676.6705640642062,20.0,0.0,25.717082,-20.0
2026-07-30 04:00:00,5103.287097161504,3697.2585725102194,20.0,0.0,30.460499,-20.0
2026-07-30 04:15:00,5066.68434970185,3698.3007402054395,20.0,0.0,35.203915,-20.0
2026-07-30 04:30:00,5016.26115758566,3725.582830239806,20.0,0.0,39.947332,-20.0
2026-07-30 04:45:00,4983.7177723387695,4081.7691523581257,0.22206812,0.0,40.0,-0.22206812
2026-07-30 05:00:00,4935.134320768658,4339.960588808431,0.0,0.0,40.0,0.0
2026-07-30 05:15:00,4978.838171032047,5470.7306818427205,0.0,0.0,40.0,0.0
2026-07-30 05:30:00,4944.197395103477,6275.825324061675,0.0,4.1998613,38.893239,4.1998613
2026-07-30 05:45:00,4899.66617709237,7602.539074497951,0.0,20.0,33.622777,20.0
2026-07-30 06:00:00,4909.162409990036,9396.933945918092,0.0,20.0,28.352314,20.0
2026-07-30 06:15:00,4976.168411565312,9668.460517645943,0.0,20.0,23.081851,20.0
2026-07-30 06:30:00,5019.003271695855,9592.651211853594,0.0,20.0,17.811388,20.0
2026-07-30 06:45:00,5040.969592160644,9286.530170705184,0.0,20.0,12.540926,20.0
2026-07-30 07:00:00,5047.479675803927,7803.607619476885,0.0,20.0,7.2704628,20.0
2026-07-30 07:15:00,5057.178835478181,6798.913630772975,0.0,20.0,2.0,20.0
2026-07-30 07:30:00,5055.717175879297,5255.074172398187,0.0,0.0,2.0,0.0
2026-07-30 07:45:00,5066.972975663771,3938.290462807242,0.0,0.0,2.0,0.0
2026-07-30 08:00:00,5051.594511395975,3429.4610789357207,0.0,0.0,2.0,0.0
2026-07-30 08:15:00,5123.3328018598195,3262.310174355391,0.0,0.0,2.0,0.0
2026-07-30 08:30:00,5198.803670665359,2865.2511204738066,0.0,0.0,2.0,0.0
2026-07-30 08:45:00,5223.679569279687,2792.921302061767,0.0,0.0,2.0,0.0
2026-07-30 09:00:00,5268.771608907552,2655.7345267554774,0.0,0.0,2.0,0.0
2026-07-30 09:15:00,5344.5955271214525,2529.3781013974594,0.0,0.0,2.0,0.0
2026-07-30 09:30:00,5629.0134670267935,2331.068212890383,0.0,0.0,2.0,0.0
2026-07-30 09:45:00,5750.577633071651,2290.277130569156,0.0,0.0,2.0,0.0
2026-07-30 10:00:00,5846.031098442214,2073.542343679556,0.0,0.0,2.0,0.0
2026-07-30 10:15:00,5884.65982098124,2025.1538104643912,0.0,0.0,2.0,0.0
2026-07-30 10:30:00,5937.233127445784,1955.7927025735976,0.0,0.0,2.0,0.0
2026-07-30 10:45:00,5970.391742692985,1888.1816874846133,0.0,0.0,2.0,0.0
2026-07-30 11:00:00,6017.64183645032,1795.9982638866798,0.0,0.0,2.0,0.0
2026-07-30 11:15:00,6063.737082030163,1799.9607474079198,0.0,0.0,2.0,0.0
2026-07-30 11:30:00,6071.941376027314,1722.2538333129037,0.22206812,0.0,2.0526681,-0.22206812
2026-07-30 11:45:00,6059.091926343862,1752.0259629186667,0.0,0.0,2.0526681,0.0
2026-07-30 12:00:00,6051.958215752041,1718.646422985188,20.0,0.0,6.7960846,-20.0
2026-07-30 12:15:00,6056.8323031433765,1711.577516764846,20.0,0.0,11.539501,-20.0
2026-07-30 12:30:00,6080.449581309545,1694.5263901474027,20.0,0.0,16.282918,-20.0
2026-07-30 12:45:00,6103.839141881508,1694.3073069673144,20.0,0.0,21.026334,-20.0
2026-07-30 13:00:00,5995.964856341507,1619.645141236949,20.0,0.0,25.769751,-20.0
2026-07-30 13:15:00,5955.371545633287,1626.7916949450373,20.0,0.0,30.513167,-20.0
2026-07-30 13:30:00,5985.3043544514,1651.1798723809966,20.0,0.0,35.256584,-20.0
2026-07-30 13:45:00,6065.139283114149,1668.4100416285492,20.0,0.0,40.0,-20.0
2026-07-30 14:00:00,6159.3506647204595,1891.1634296860216,0.0,0.0,40.0,0.0
2026-07-30 14:15:00,6211.135977632723,2009.1428044857257,0.0,0.0,40.0,0.0
2026-07-30 14:30:00,6330.808633259704,2089.6993054176783,0.0,0.0,40.0,0.0
2026-07-30 14:45:00,6426.421625431711,2196.6711124331027,0.0,0.0,40.0,0.0
2026-07-30 15:00:00,6451.125301305073,2335.0703877881606,0.0,0.0,40.0,0.0
2026-07-30 15:15:00,6456.021346149178,2446.754917654984,0.0,0.0,40.0,0.0
2026-07-30 15:30:00,6442.8415447666885,2579.1807108072285,0.0,0.0,40.0,0.0
2026-07-30 15:45:00,6433.114885162392,2640.46254191915,0.0,0.0,40.0,0.0
2026-07-30 16:00:00,6423.106526835748,3170.9070041008663,0.0,0.0,40.0,0.0
2026-07-30 16:15:00,6381.244911512804,3288.1947841347423,0.0,0.0,40.0,0.0
2026-07-30 16:30:00,6283.419554581163,3340.267441430968,0.0,0.0,40.0,0.0
2026-07-30 16:45:00,6246.281375268388,3515.116692297325,0.0,0.0,40.0,0.0
2026-07-30 17:00:00,6207.604215203174,3569.0986776730983,0.0,0.0,40.0,0.0
2026-07-30 17:15:00,6112.142785930996,3603.8233854725277,0.0,0.0,40.0,0.0
2026-07-30 17:30:00,6096.480240842017,3734.5356216940977,0.0,0.0,40.0,0.0
2026-07-30 17:45:00,6050.70314561202,4142.139632027131,0.0,0.0,40.0,0.0
2026-07-30 18:00:00,6035.306261577843,4451.666910281783,0.0,0.0,40.0,0.0
2026-07-30 18:15:00,6011.036716877388,4852.713204972379,0.0,0.0,40.0,0.0
