ts,forecast_load_mw,forecast_mcp,charge_mw,discharge_mw,soc_mwh,bess_mw
2026-08-04 00:00:00,6207.641695012418,8751.008977841879,0.0,20.0,14.729537,20.0
2026-08-04 00:15:00,6159.457794577371,6706.176121815475,0.0,20.0,9.4590745,20.0
2026-08-04 00:30:00,6127.907373060596,5803.384752367005,0.0,20.0,4.1886117,20.0
2026-08-04 00:45:00,5990.631535092579,5615.985494372926,0.0,8.3051975,2.0,8.3051975
2026-08-04 01:00:00,5897.950909591843,5493.948127771079,0.0,0.0,2.0,0.0
2026-08-04 01:15:00,5763.0118210428545,5410.192232149737,0.0,0.0,2.0,0.0
2026-08-04 01:30:00,5670.199307339881,4806.729857224962,0.0,0.0,2.0,0.0
2026-08-04 01:45:00,5607.060420618731,4396.175453778217,0.0,0.0,2.0,0.0
2026-08-04 02:00:00,5441.598611824572,3516.0664086464885,0.0,0.0,2.0,0.0
2026-08-04 02:15:00,5398.957408306117,3464.6843231791236,0.0,0.0,2.0,0.0
2026-08-04 02:30:00,5332.907150496753,3143.1734938149198,15.555556,0.0,5.6893239,-15.555556
2026-08-04 02:45:00,5269.060025029097,3225.819645386912,0.0,0.0,5.6893239,0.0
2026-08-04 03:00:00,5191.617740324604,3132.1003026255557,20.0,0.0,10.43274,-20.0
2026-08-04 03:15:00,5129.251655943705,3134.8478314454314,20.0,0.0,15.176157,-20.0
2026-08-04 03:30:00,5062.739034679562,3128.8202490594745,20.0,0.0,19.919573,-20.0
2026-08-04 03:45:00,5052.27434361113,3106.6702734535493,20.0,0.0,24.66299,-20.0
2026-08-04 04:00:00,5006.59033364966,3112.5258403533026,20.0,0.0,29.406406,-20.0
2026-08-04 04:15:00,4965.759547957984,3095.731198937623,20.0,0.0,34.149823,-20.0
2026-08-04 04:30:00,4928.938220995685,3092.0361918904055,20.0,0.0,38.893239,-20.0
2026-08-04 04:45:00,4887.488979363144,3354.0198701898803,0.0,0.0,38.893239,0.0
2026-08-04 05:00:00,4822.331453241443,3485.3103390878628,0.0,0.0,38.893239,0.0
2026-08-04 05:15:00,4812.861899969545,4041.9473930411154,0.0,0.0,38.893239,0.0
2026-08-04 05:30:00,4752.919004227679,4837.816268687873,0.0,0.0,38.893239,0.0
2026-08-04 05:45:00,4708.441748360371,5817.453649726213,0.0,20.0,33.622777,20.0
2026-08-04 06:00:00,4691.312130738623,6370.713726359778,0.0,20.0,28.352314,20.0
2026-08-04 06:15:00,4717.14809007548,7797.216298734305,0.0,20.0,23.081851,20.0
2026-08-04 06:30:00,4729.042004368872,7297.7182101215385,0.0,20.0,17.811388,20.0
2026-08-04 06:45:00,4752.293270735468,6937.425058928295,0.0,20.0,12.540926,20.0
2026-08-04 07:00:00,4734.243539191058,5633.102277923006,0.0,20.0,7.2704628,20.0
2026-08-04 07:15:00,4746.696804891133,5443.732536487794,0.0,20.0,2.0,20.0
2026-08-04 07:30:00,4760.8009510430575,4608.749239322487,0.0,0.0,2.0,0.0
2026-08-04 07:45:00,4774.102900912893,3801.8506554387923,0.0,0.0,2.0,0.0
2026-08-04 08:00:00,4785.5473396642965,3093.9325395297938,0.0,0.0,2.0,0.0
2026-08-04 08:15:00,4801.626483471558,3048.1968899699104,0.0,0.0,2.0,0.0
2026-08-04 08:30:00,4864.6558264490295,2785.885157429522,0.0,0.0,2.0,0.0
2026-08-04 08:45:00,4884.453852834478,2611.545188314558,0.0,0.0,2.0,0.0
2026-08-04 09:00:00,4978.038025557384,2542.239342418578,0.0,0.0,2.0,0.0
2026-08-04 09:15:00,5188.727584756036,2411.0897590029335,0.0,0.0,2.0,0.0
2026-08-04 09:30:00,5307.957024174529,2076.3867699084267,0.0,0.0,2.0,0.0
2026-08-04 09:45:00,5401.343966320594,1965.946706301978,0.0,0.0,2.0,0.0
2026-08-04 10:00:00,5495.777226798918,1943.3573513551162,0.0,0.0,2.0,0.0
2026-08-04 10:15:00,5567.952637366794,1813.7157660299508,0.0,0.0,2.0,0.0
2026-08-04 10:30:00,5649.661732702557,1802.2879483349636,0.0,0.0,2.0,0.0
2026-08-04 10:45:00,5666.60518409689,1700.1773822409525,0.0,0.0,2.0,0.0
2026-08-04 11:00:00,5700.080115385444,1699.1261603699354,0.0,0.0,2.0,0.0
2026-08-04 11:15:00,5796.190509831169,1626.4933701244108,0.0,0.0,2.0,0.0
2026-08-04 11:30:00,5788.589465271853,1610.4811196325106,0.0,0.0,2.0,0.0
2026-08-04 11:45:00,5821.27349399361,1600.5593338807437,0.22206812,0.0,2.0526681,-0.22206812
2026-08-04 12:00:00,5854.226037192425,1591.5755260386845,20.0,0.0,6.7960846,-20.0
2026-08-04 12:15:00,5908.423405705039,1528.1902957184186,20.0,0.0,11.539501,-20.0
2026-08-04 12:30:00,5934.819390725085,1528.1902957184186,20.0,0.0,16.282918,-20.0
2026-08-04 12:45:00,5949.488270047073,1491.7091546772538,20.0,0.0,21.026334,-20.0
2026-08-04 13:00:00,5918.695707896844,1478.7170408758523,20.0,0.0,25.769751,-20.0
2026-08-04 13:15:00,5911.512735821208,1475.8295661480213,20.0,0.0,30.513167,-20.0
2026-08-04 13:30:00,5939.650356200432,1488.2627993925926,20.0,0.0,35.256584,-20.0
2026-08-04 13:45:00,5993.050755887013,1587.2259376824761,20.0,0.0,40.0,-20.0
2026-08-04 14:00:00,6044.24477028528,1651.7538013982169,0.0,0.0,40.0,0.0
2026-08-04 14:15:00,6131.908464556338,1744.343655794784,0.0,0.0,40.0,0.0
2026-08-04 14:30:00,6286.091615216319,1950.333739344689,0.0,0.0,40.0,0.0
2026-08-04 14:45:00,6276.558528867786,1978.4655871106386,0.0,0.0,40.0,0.0
2026-08-04 15:00:00,6272.812005564861,2050.5382649377707,0.0,0.0,40.0,0.0
2026-08-04 15:15:00,6218.19776447252,2332.779263298255,0.0,0.0,40.0,0.0
2026-08-04 15:30:00,6201.831512920208,2537.354342821665,0.0,0.0,40.0,0.0
2026-08-04 15:45:00,6170.964497837773,2542.015063989625,0.0,0.0,40.0,0.0
2026-08-04 16:00:00,6125.006127813295,2819.2797679330242,0.0,0.0,40.0,0.0
2026-08-04 16:15:00,6100.097120459213,2916.085873687562,0.0,0.0,40.0,0.0
2026-08-04 16:30:00,6022.96400466848,3224.6133537054184,0.0,0.0,40.0,0.0
2026-08-04 16:45:00,5980.069886492815,3260.548290176798,0.0,0.0,40.0,0.0
2026-08-04 17:00:00,5874.889345628036,3377.194330367014,0.0,0.0,40.0,0.0
2026-08-04 17:15:00,5844.039415948063,3434.2662088891325,0.0,0.0,40.0,0.0
2026-08-04 17:30:00,5801.391111078606,3660.694802165646,0.0,0.0,40.0,0.0
2026-08-04 17:45:00,5739.951907354415,3712.6752447555527,0.0,0.0,40.0,0.0
2026-08-04 18:00:00,5705.118469869056,3707.2902948303963,0.0,0.0,40.0,0.0
2026-08-04 18:15:00,5680.9610237197,4518.329916391063,0.0,0.0,40.0,0.0
2026-08-04 18:30:00,5677.15486882212,5984.024531634757,0.0,0.0,40.0,0.0
2026-08-04 18:45:00,5675.222612960617,9211.2856954722,0.0,0.0,40.0,0.0
2026-08-04 19:00:00,5671.66203622715,9849.041776789847,0.0,0.0,40.0,0.0
2026-08-04 19:15:00,5670.3543049044865,9849.305212994848,0.0,0.0,40.0,0.0
2026-08-04 19:30:00,5670.442690957499,9849.164789607565,0.0,0.0,40.0,0.0
2026-08-04 19:45:00,5645.290532931577,9851.167647837236,0.0,0.0,40.0,0.0
2026-08-04 20:00:00,5639.613959094582,9856.850638878888,0.0,0.0,40.0,0.0
2026-08-04 20:15:00,5647.961419115844,9853.719054927502,0.0,0.0,40.0,0.0
2026-08-04 20:30:00,5672.266025862831,9858.579320728204,0.0,0.0,40.0,0.0
2026-08-04 20:45:00,5700.032265250852,9868.394663452944,0.0,15.894664,35.811388,15.894664
2026-08-04 21:00:00,5692.04312589679,9868.394663452944,0.0,20.0,30.540926,20.0
2026-08-04 21:15:00,5769.078487540385,9868.394663452944,0.0,20.0,25.270463,20.0
2026-08-04 21:30:00,5757.091796053624,9868.394663452944,0.0,20.0,20.0,20.0
2026-08-04 21:45:00,5804.260325624685,9867.076698238217,0.0,0.0,20.0,0.0
2026-08-04 22:00:00,5816.608446089333,9856.715535778925,0.0,0.0,20.0,0.0
2026-08-04 22:15:00,5859.173082429221,9856.715535778925,0.0,0.0,20.0,0.0
2026-08-04 22:30:00,5875.29814791087,9856.715535778925,0.0,0.0,20.0,0.0
2026-08-04 22:45:00,5882.547413432788,9856.715535778925,0.0,0.0,20.0,0.0
2026-08-04 23:00:00,5882.147977337826,9861.158463241363,0.0,0.0,20.0,0.0
2026-08-04 23:15:00,5882.618075673113,9772.078054414456,0.0,0.0,20.0,0.0
2026-08-04 23:30:00,5863.307297273587,9754.064080640639,0.0,0.0,20.0,0.0
2026-08-04 23:45:00,5858.972549268577,9741.334469468573,0.0,0.0,20.0,0.0
